"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14008","4562","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11817","3791","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18971","10189","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14728","7047","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8548","3067","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7572","2365","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11258","6432","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9505","4774","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13795","5290","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11281","3866","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18016","6756","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15218","4818","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26574","15619","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23557","12495","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4300","1198","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3522","797","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52141","22043","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42569","16823","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15545","6984","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12394","5272","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19781","10312","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16225","7814","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6836","2918","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4428","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26478","12590","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22918","10637","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13453","7941","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10589","5757","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8981","4493","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5464","2495","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12835","5228","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8405","3201","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13354","5691","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8738","3172","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14207","5815","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10218","3812","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20653","10269","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13125","5409","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15073","6389","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9305","3477","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15747","7071","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10608","4141","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24457","12993","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17574","8192","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36597","15040","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31501","11346","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37065","12482","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30504","8956","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26219","9963","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25875","8403","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38510","12863","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31156","8857","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17609","6869","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14667","5060","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47579","18721","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36291","12173","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17379","6696","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18085","5622","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7572","3411","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6261","2596","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1731","673","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1408","512","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3654","1617","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2785","1153","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32529","13536","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26888","9937","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21629","7494","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17992","5465","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9272","3969","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8066","3264","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","829","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","639","283","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6340","2457","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5388","1916","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3062","1006","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2427","780","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4205","1684","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3662","1322","22568"
