"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14000","4559","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11829","3794","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18984","10188","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14738","7036","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8562","3070","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7582","2366","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11274","6436","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9520","4778","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13808","5288","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11289","3865","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18044","6765","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15224","4820","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26612","15640","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23573","12502","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4305","1198","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3527","796","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52207","22071","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42605","16821","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15558","6985","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12402","5273","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19800","10315","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16229","7815","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6844","2916","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4436","1803","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26515","12603","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22935","10638","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13472","7953","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10603","5759","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8999","4500","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5468","2496","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12854","5235","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8410","3204","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13372","5702","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8744","3169","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14226","5821","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10223","3814","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20681","10277","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13138","5406","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15098","6400","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9324","3486","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15772","7081","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10623","4144","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24496","13005","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17596","8200","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36612","15043","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31520","11342","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37071","12468","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30539","8952","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26233","9964","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25894","8404","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38552","12878","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31181","8863","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17624","6869","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14676","5063","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47597","18686","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36298","12143","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17397","6658","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18120","5601","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7579","3412","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6263","2595","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1736","674","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1408","512","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3661","1618","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2787","1154","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32556","13541","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26907","9940","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21664","7495","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","18018","5472","56280"
