Unnamed: 0,visit_date,province,district,age_group,sex,vaccine_manufacturer,vaccine_rollout_phase,health_sector,first_dose_total,second_dose_total,booster_dose_total,immunocompromised_booster_dose_total,continuous_booster_dose_total,sisonke_booster_dose_total,individuals_vaccinated_total,individuals_fully_vaccinated_total,total_vaccines_administered,total_population
3480000,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,54571.0
3480001,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,101984.0
3480002,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,116079.0
3480003,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,151237.0
3480004,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,166641.0
3480005,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,168714.0
3480006,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,252860.0
3480007,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,15.0,0.0,1.0,0.0,17.0,17.0,33.0,54571.0
3480008,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,15.0,0.0,1.0,0.0,17.0,17.0,33.0,101984.0
3480009,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,15.0,0.0,1.0,0.0,17.0,17.0,33.0,116079.0
3480010,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,15.0,0.0,1.0,0.0,17.0,17.0,33.0,151237.0
3480011,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,15.0,0.0,1.0,0.0,17.0,17.0,33.0,166641.0
3480012,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,15.0,0.0,1.0,0.0,17.0,17.0,33.0,168714.0
3480013,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,15.0,0.0,1.0,0.0,17.0,17.0,33.0,252860.0
3480014,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,52606.0
3480015,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,98313.0
3480016,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,111902.0
3480017,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,145793.0
3480018,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,160643.0
3480019,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,162641.0
3480020,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,243758.0
3480021,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Public,10.0,0.0,7.0,0.0,2.0,0.0,10.0,10.0,19.0,52606.0
3480022,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Public,10.0,0.0,7.0,0.0,2.0,0.0,10.0,10.0,19.0,98313.0
3480023,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Public,10.0,0.0,7.0,0.0,2.0,0.0,10.0,10.0,19.0,111902.0
3480024,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Public,10.0,0.0,7.0,0.0,2.0,0.0,10.0,10.0,19.0,145793.0
3480025,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Public,10.0,0.0,7.0,0.0,2.0,0.0,10.0,10.0,19.0,160643.0
3480026,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Public,10.0,0.0,7.0,0.0,2.0,0.0,10.0,10.0,19.0,162641.0
3480027,2023-07-14,Gauteng,Johannesburg MM,18-34,Male,Johnson & Johnson,National,Public,10.0,0.0,7.0,0.0,2.0,0.0,10.0,10.0,19.0,243758.0
3480028,2023-07-14,Gauteng,Johannesburg MM,35-49,Female,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,1.0,0.0,6.0,6.0,18.0,37076.0
3480029,2023-07-14,Gauteng,Johannesburg MM,35-49,Female,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,1.0,0.0,6.0,6.0,18.0,69289.0
3480030,2023-07-14,Gauteng,Johannesburg MM,35-49,Female,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,1.0,0.0,6.0,6.0,18.0,78867.0
3480031,2023-07-14,Gauteng,Johannesburg MM,35-49,Female,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,1.0,0.0,6.0,6.0,18.0,102753.0
3480032,2023-07-14,Gauteng,Johannesburg MM,35-49,Female,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,1.0,0.0,6.0,6.0,18.0,113220.0
3480033,2023-07-14,Gauteng,Johannesburg MM,35-49,Female,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,1.0,0.0,6.0,6.0,18.0,114629.0
3480034,2023-07-14,Gauteng,Johannesburg MM,35-49,Female,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,1.0,0.0,6.0,6.0,18.0,171798.0
3480035,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,38501.0
3480036,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,71952.0
3480037,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,81899.0
3480038,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,106701.0
3480039,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,117569.0
3480040,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,119031.0
3480041,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,178398.0
3480042,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Public,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,9.0,38501.0
3480043,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Public,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,9.0,71952.0
3480044,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Public,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,9.0,81899.0
3480045,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Public,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,9.0,106701.0
3480046,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Public,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,9.0,117569.0
3480047,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Public,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,9.0,119031.0
3480048,2023-07-14,Gauteng,Johannesburg MM,35-49,Male,Johnson & Johnson,National,Public,5.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,9.0,178398.0
3480049,2023-07-14,Gauteng,Johannesburg MM,50-59,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,13566.0
3480050,2023-07-14,Gauteng,Johannesburg MM,50-59,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,25353.0
3480051,2023-07-14,Gauteng,Johannesburg MM,50-59,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,28857.0
3480052,2023-07-14,Gauteng,Johannesburg MM,50-59,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,37596.0
3480053,2023-07-14,Gauteng,Johannesburg MM,50-59,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,41426.0
3480054,2023-07-14,Gauteng,Johannesburg MM,50-59,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,41941.0
3480055,2023-07-14,Gauteng,Johannesburg MM,50-59,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,62859.0
3480056,2023-07-14,Gauteng,Johannesburg MM,50-59,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,13043.0
3480057,2023-07-14,Gauteng,Johannesburg MM,50-59,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,24376.0
3480058,2023-07-14,Gauteng,Johannesburg MM,50-59,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,27745.0
3480059,2023-07-14,Gauteng,Johannesburg MM,50-59,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,36148.0
3480060,2023-07-14,Gauteng,Johannesburg MM,50-59,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,39831.0
3480061,2023-07-14,Gauteng,Johannesburg MM,50-59,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,40326.0
3480062,2023-07-14,Gauteng,Johannesburg MM,50-59,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,60438.0
3480063,2023-07-14,Gauteng,Johannesburg MM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,14702.0
3480064,2023-07-14,Gauteng,Johannesburg MM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,27476.0
3480065,2023-07-14,Gauteng,Johannesburg MM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,31272.0
