"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","154997","58027","416942"
"EASTERN CAPE","12-17","Male","127429","41321","429096"
"FREE STATE","12-17","Female","92882","45063","161705"
"FREE STATE","12-17","Male","79097","33885","162847"
"GAUTENG","12-17","Female","216346","96083","649047"
"GAUTENG","12-17","Male","177836","74271","648920"
"KWAZULU-NATAL","12-17","Female","173805","76497","647510"
"KWAZULU-NATAL","12-17","Male","122171","48835","658202"
"LIMPOPO","12-17","Female","153694","53664","352420"
"LIMPOPO","12-17","Male","132136","39795","372427"
"MPUMALANGA","12-17","Female","80023","27860","257710"
"MPUMALANGA","12-17","Male","66488","19706","259479"
"NORTHERN CAPE","12-17","Female","19894","7719","69852"
"NORTHERN CAPE","12-17","Male","15903","5721","69047"
"NORTH WEST","12-17","Female","83987","30448","221385"
"NORTH WEST","12-17","Male","69999","22368","223092"
"WESTERN CAPE","12-17","Female","70571","28684","320269"
"WESTERN CAPE","12-17","Male","60492","24062","322848"
