"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","394640","839479"
"EASTERN CAPE","18-34","Male","298526","854468"
"EASTERN CAPE","35-49","Female","370013","586430"
"EASTERN CAPE","35-49","Male","251926","522727"
"EASTERN CAPE","50-59","Female","236826","320585"
"EASTERN CAPE","50-59","Male","149224","196960"
"EASTERN CAPE","60+","Female","367176","517296"
"EASTERN CAPE","60+","Male","220498","261598"
"EASTERN CAPE","Unidentified","Female","294",""
"EASTERN CAPE","Unidentified","Male","70",""
"FREE STATE","18-34","Female","231612","410210"
"FREE STATE","18-34","Male","176185","419145"
"FREE STATE","35-49","Female","194358","283918"
"FREE STATE","35-49","Male","160281","266941"
"FREE STATE","50-59","Female","105457","140470"
"FREE STATE","50-59","Male","82103","105617"
"FREE STATE","60+","Female","138129","178195"
"FREE STATE","60+","Male","87065","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","47",""
"GAUTENG","18-34","Female","988784","2584852"
"GAUTENG","18-34","Male","844525","2611302"
"GAUTENG","35-49","Female","1002832","1659380"
"GAUTENG","35-49","Male","937711","1782603"
"GAUTENG","50-59","Female","444041","675158"
"GAUTENG","50-59","Male","424768","655342"
"GAUTENG","60+","Female","498070","745260"
"GAUTENG","60+","Male","381855","597429"
"GAUTENG","Unidentified","Female","276",""
"GAUTENG","Unidentified","Male","164",""
"KWAZULU-NATAL","18-34","Female","638380","1707989"
"KWAZULU-NATAL","18-34","Male","437903","1725158"
"KWAZULU-NATAL","35-49","Female","574958","1071255"
"KWAZULU-NATAL","35-49","Male","413786","951364"
"KWAZULU-NATAL","50-59","Female","301532","492136"
"KWAZULU-NATAL","50-59","Male","203145","316845"
"KWAZULU-NATAL","60+","Female","447207","624115"
"KWAZULU-NATAL","60+","Male","254173","330933"
"KWAZULU-NATAL","Unidentified","Female","354",""
"KWAZULU-NATAL","Unidentified","Male","135",""
"LIMPOPO","18-34","Female","430863","818804"
"LIMPOPO","18-34","Male","293297","833104"
"LIMPOPO","35-49","Female","377474","573264"
"LIMPOPO","35-49","Male","249750","493423"
"LIMPOPO","50-59","Female","199885","265501"
"LIMPOPO","50-59","Male","133922","165831"
"LIMPOPO","60+","Female","296368","372555"
"LIMPOPO","60+","Male","171278","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275083","681710"
"MPUMALANGA","18-34","Male","234492","729028"
"MPUMALANGA","35-49","Female","241022","451254"
"MPUMALANGA","35-49","Male","213099","457785"
"MPUMALANGA","50-59","Female","118020","197794"
"MPUMALANGA","50-59","Male","95733","151183"
"MPUMALANGA","60+","Female","144322","224305"
"MPUMALANGA","60+","Male","104286","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78424","174695"
"NORTHERN CAPE","18-34","Male","74067","182300"
"NORTHERN CAPE","35-49","Female","69505","118328"
"NORTHERN CAPE","35-49","Male","73510","131923"
"NORTHERN CAPE","50-59","Female","37352","57823"
"NORTHERN CAPE","50-59","Male","34789","49198"
"NORTHERN CAPE","60+","Female","46104","80820"
"NORTHERN CAPE","60+","Male","34368","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243405","547199"
"NORTH WEST","18-34","Male","201271","611287"
"NORTH WEST","35-49","Female","216662","386831"
"NORTH WEST","35-49","Male","216686","437698"
"NORTH WEST","50-59","Female","109809","173790"
"NORTH WEST","50-59","Male","109131","168889"
"NORTH WEST","60+","Female","144437","213393"
"NORTH WEST","60+","Male","109279","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","109",""
"WESTERN CAPE","18-34","Female","522383","1010156"
"WESTERN CAPE","18-34","Male","454480","1047625"
"WESTERN CAPE","35-49","Female","477899","744325"
"WESTERN CAPE","35-49","Male","420761","767488"
"WESTERN CAPE","50-59","Female","245358","368383"
"WESTERN CAPE","50-59","Male","212661","315766"
"WESTERN CAPE","60+","Female","322053","422288"
"WESTERN CAPE","60+","Male","239658","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","68",""
