"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14626","5619","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12530","4592","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19218","10660","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15323","7600","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8432","3064","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7432","2398","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11101","6417","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9374","4801","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13545","5343","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11176","3913","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17636","6682","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14922","4794","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26153","15791","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23182","12681","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4213","1188","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3456","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51063","21690","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41878","16697","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15164","6822","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12145","5177","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19431","10248","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15949","7761","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6671","2870","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4362","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25941","12357","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22535","10506","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13210","7870","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10415","5728","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8767","4424","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5335","2467","39106"
