"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14014","4562","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11836","3793","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19000","10192","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14755","7041","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8566","3072","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7590","2367","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11285","6438","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9526","4778","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13822","5290","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11295","3865","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18062","6775","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15235","4820","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26639","15652","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23591","12507","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4310","1201","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3530","796","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52248","22088","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42628","16827","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15566","6988","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12415","5280","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19821","10321","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16235","7818","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6855","2921","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4440","1804","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26544","12618","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22956","10652","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13483","7957","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10608","5761","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","9004","4504","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5471","2497","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12871","5241","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8414","3205","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13391","5710","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8753","3174","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14241","5829","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10234","3819","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20703","10286","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13155","5411","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15121","6406","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9333","3491","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15788","7091","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10630","4145","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24534","13012","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17613","8203","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36636","15058","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31544","11350","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37089","12470","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30562","8959","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26249","9969","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25910","8411","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38580","12886","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31200","8869","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17637","6872","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14692","5067","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47629","18701","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36335","12145","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17413","6662","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18147","5611","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7582","3411","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6266","2596","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1737","675","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1409","512","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3665","1620","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2789","1154","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32584","13552","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26919","9942","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21680","7500","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","18026","5471","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9307","3984","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8094","3272","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","834","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","639","281","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6354","2464","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5399","1919","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3071","1007","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2435","783","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4215","1690","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3666","1324","22568"
