"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","392073","839479"
"EASTERN CAPE","18-34","Male","295212","854468"
"EASTERN CAPE","35-49","Female","369243","586430"
"EASTERN CAPE","35-49","Male","250953","522727"
"EASTERN CAPE","50-59","Female","236260","320585"
"EASTERN CAPE","50-59","Male","148845","196960"
"EASTERN CAPE","60+","Female","364115","517296"
"EASTERN CAPE","60+","Male","218566","261598"
"EASTERN CAPE","Unidentified","Female","303",""
"EASTERN CAPE","Unidentified","Male","80",""
"FREE STATE","18-34","Female","230743","410210"
"FREE STATE","18-34","Male","175685","419145"
"FREE STATE","35-49","Female","193891","283918"
"FREE STATE","35-49","Male","159828","266941"
"FREE STATE","50-59","Female","105187","140470"
"FREE STATE","50-59","Male","81848","105617"
"FREE STATE","60+","Female","136901","178195"
"FREE STATE","60+","Male","86171","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","986374","2584852"
"GAUTENG","18-34","Male","842470","2611302"
"GAUTENG","35-49","Female","998375","1659380"
"GAUTENG","35-49","Male","933576","1782603"
"GAUTENG","50-59","Female","441682","675158"
"GAUTENG","50-59","Male","422068","655342"
"GAUTENG","60+","Female","493271","745260"
"GAUTENG","60+","Male","377670","597429"
"GAUTENG","Unidentified","Female","296",""
"GAUTENG","Unidentified","Male","174",""
"KWAZULU-NATAL","18-34","Female","635182","1707989"
"KWAZULU-NATAL","18-34","Male","436159","1725158"
"KWAZULU-NATAL","35-49","Female","572836","1071255"
"KWAZULU-NATAL","35-49","Male","412077","951364"
"KWAZULU-NATAL","50-59","Female","300649","492136"
"KWAZULU-NATAL","50-59","Male","202311","316845"
"KWAZULU-NATAL","60+","Female","443458","624115"
"KWAZULU-NATAL","60+","Male","251819","330933"
"KWAZULU-NATAL","Unidentified","Female","365",""
"KWAZULU-NATAL","Unidentified","Male","139",""
"LIMPOPO","18-34","Female","427735","818804"
"LIMPOPO","18-34","Male","290711","833104"
"LIMPOPO","35-49","Female","375172","573264"
"LIMPOPO","35-49","Male","248085","493423"
"LIMPOPO","50-59","Female","199225","265501"
"LIMPOPO","50-59","Male","133486","165831"
"LIMPOPO","60+","Female","294241","372555"
"LIMPOPO","60+","Male","169857","173319"
"LIMPOPO","Unidentified","Female","609",""
"LIMPOPO","Unidentified","Male","87",""
"MPUMALANGA","18-34","Female","273546","681710"
"MPUMALANGA","18-34","Male","232985","729028"
"MPUMALANGA","35-49","Female","239566","451254"
"MPUMALANGA","35-49","Male","211553","457785"
"MPUMALANGA","50-59","Female","117464","197794"
"MPUMALANGA","50-59","Male","95279","151183"
"MPUMALANGA","60+","Female","142968","224305"
"MPUMALANGA","60+","Male","103194","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","54",""
"NORTHERN CAPE","18-34","Female","78068","174695"
"NORTHERN CAPE","18-34","Male","73748","182300"
"NORTHERN CAPE","35-49","Female","69253","118328"
"NORTHERN CAPE","35-49","Male","73091","131923"
"NORTHERN CAPE","50-59","Female","37220","57823"
"NORTHERN CAPE","50-59","Male","34615","49198"
"NORTHERN CAPE","60+","Female","45607","80820"
"NORTHERN CAPE","60+","Male","33967","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242660","547199"
"NORTH WEST","18-34","Male","200425","611287"
"NORTH WEST","35-49","Female","215791","386831"
"NORTH WEST","35-49","Male","215800","437698"
"NORTH WEST","50-59","Female","109361","173790"
"NORTH WEST","50-59","Male","108676","168889"
"NORTH WEST","60+","Female","143191","213393"
"NORTH WEST","60+","Male","108153","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522375","1010156"
"WESTERN CAPE","18-34","Male","454112","1047625"
"WESTERN CAPE","35-49","Female","476661","744325"
"WESTERN CAPE","35-49","Male","419526","767488"
"WESTERN CAPE","50-59","Female","244505","368383"
"WESTERN CAPE","50-59","Male","211811","315766"
"WESTERN CAPE","60+","Female","319318","422288"
"WESTERN CAPE","60+","Male","237413","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","72",""
