"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","131886","33294","416942"
"EASTERN CAPE","12-17","Male","105986","22429","429096"
"FREE STATE","12-17","Female","86255","34623","161705"
"FREE STATE","12-17","Male","72766","25297","162847"
"GAUTENG","12-17","Female","201153","76598","649047"
"GAUTENG","12-17","Male","165069","59430","648920"
"KWAZULU-NATAL","12-17","Female","139423","44436","647510"
"KWAZULU-NATAL","12-17","Male","98548","29179","658202"
"LIMPOPO","12-17","Female","125070","36157","352420"
"LIMPOPO","12-17","Male","104424","27121","372427"
"MPUMALANGA","12-17","Female","68370","17680","257710"
"MPUMALANGA","12-17","Male","57682","13020","259479"
"NORTHERN CAPE","12-17","Female","13705","4347","69852"
"NORTHERN CAPE","12-17","Male","11181","3231","69047"
"NORTH WEST","12-17","Female","77937","23097","221385"
"NORTH WEST","12-17","Male","64895","16849","223092"
"WESTERN CAPE","12-17","Female","70312","26307","320269"
"WESTERN CAPE","12-17","Male","59708","21812","322848"
