"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","160571","66606","416942"
"EASTERN CAPE","12-17","Male","133067","49011","429096"
"FREE STATE","12-17","Female","92290","45600","161705"
"FREE STATE","12-17","Male","78776","34448","162847"
"GAUTENG","12-17","Female","213306","96019","649047"
"GAUTENG","12-17","Male","175596","74502","648920"
"KWAZULU-NATAL","12-17","Female","173657","81748","647510"
"KWAZULU-NATAL","12-17","Male","122300","52110","658202"
"LIMPOPO","12-17","Female","156512","56788","352420"
"LIMPOPO","12-17","Male","134218","42244","372427"
"MPUMALANGA","12-17","Female","81355","30752","257710"
"MPUMALANGA","12-17","Male","67102","21495","259479"
"NORTHERN CAPE","12-17","Female","20286","8420","69852"
"NORTHERN CAPE","12-17","Male","16202","6220","69047"
"NORTH WEST","12-17","Female","82607","30314","221385"
"NORTH WEST","12-17","Male","68977","22487","223092"
"WESTERN CAPE","12-17","Female","71379","29440","320269"
"WESTERN CAPE","12-17","Male","61356","24760","322848"
