"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","393992","839479"
"EASTERN CAPE","18-34","Male","297319","854468"
"EASTERN CAPE","35-49","Female","369841","586430"
"EASTERN CAPE","35-49","Male","251652","522727"
"EASTERN CAPE","50-59","Female","236645","320585"
"EASTERN CAPE","50-59","Male","149148","196960"
"EASTERN CAPE","60+","Female","366251","517296"
"EASTERN CAPE","60+","Male","219880","261598"
"EASTERN CAPE","Unidentified","Female","298",""
"EASTERN CAPE","Unidentified","Male","71",""
"FREE STATE","18-34","Female","231382","410210"
"FREE STATE","18-34","Male","176051","419145"
"FREE STATE","35-49","Female","194217","283918"
"FREE STATE","35-49","Male","160167","266941"
"FREE STATE","50-59","Female","105394","140470"
"FREE STATE","50-59","Male","82010","105617"
"FREE STATE","60+","Female","137753","178195"
"FREE STATE","60+","Male","86805","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","988150","2584852"
"GAUTENG","18-34","Male","844039","2611302"
"GAUTENG","35-49","Female","1001391","1659380"
"GAUTENG","35-49","Male","936449","1782603"
"GAUTENG","50-59","Female","443414","675158"
"GAUTENG","50-59","Male","423976","655342"
"GAUTENG","60+","Female","496618","745260"
"GAUTENG","60+","Male","380641","597429"
"GAUTENG","Unidentified","Female","283",""
"GAUTENG","Unidentified","Male","167",""
"KWAZULU-NATAL","18-34","Female","637448","1707989"
"KWAZULU-NATAL","18-34","Male","437339","1725158"
"KWAZULU-NATAL","35-49","Female","574369","1071255"
"KWAZULU-NATAL","35-49","Male","413306","951364"
"KWAZULU-NATAL","50-59","Female","301364","492136"
"KWAZULU-NATAL","50-59","Male","202955","316845"
"KWAZULU-NATAL","60+","Female","446021","624115"
"KWAZULU-NATAL","60+","Male","253441","330933"
"KWAZULU-NATAL","Unidentified","Female","355",""
"KWAZULU-NATAL","Unidentified","Male","136",""
"LIMPOPO","18-34","Female","430070","818804"
"LIMPOPO","18-34","Male","292630","833104"
"LIMPOPO","35-49","Female","376848","573264"
"LIMPOPO","35-49","Male","249271","493423"
"LIMPOPO","50-59","Female","199659","265501"
"LIMPOPO","50-59","Male","133793","165831"
"LIMPOPO","60+","Female","295721","372555"
"LIMPOPO","60+","Male","170875","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274670","681710"
"MPUMALANGA","18-34","Male","234152","729028"
"MPUMALANGA","35-49","Female","240612","451254"
"MPUMALANGA","35-49","Male","212634","457785"
"MPUMALANGA","50-59","Female","117880","197794"
"MPUMALANGA","50-59","Male","95624","151183"
"MPUMALANGA","60+","Female","143874","224305"
"MPUMALANGA","60+","Male","103938","146461"
"MPUMALANGA","Unidentified","Female","158",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78299","174695"
"NORTHERN CAPE","18-34","Male","73983","182300"
"NORTHERN CAPE","35-49","Female","69439","118328"
"NORTHERN CAPE","35-49","Male","73425","131923"
"NORTHERN CAPE","50-59","Female","37306","57823"
"NORTHERN CAPE","50-59","Male","34717","49198"
"NORTHERN CAPE","60+","Female","45955","80820"
"NORTHERN CAPE","60+","Male","34246","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243169","547199"
"NORTH WEST","18-34","Male","200995","611287"
"NORTH WEST","35-49","Female","216406","386831"
"NORTH WEST","35-49","Male","216436","437698"
"NORTH WEST","50-59","Female","109690","173790"
"NORTH WEST","50-59","Male","109034","168889"
"NORTH WEST","60+","Female","144038","213393"
"NORTH WEST","60+","Male","108913","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522302","1010156"
"WESTERN CAPE","18-34","Male","454179","1047625"
"WESTERN CAPE","35-49","Female","477546","744325"
"WESTERN CAPE","35-49","Male","420437","767488"
"WESTERN CAPE","50-59","Female","245075","368383"
"WESTERN CAPE","50-59","Male","212408","315766"
"WESTERN CAPE","60+","Female","321265","422288"
"WESTERN CAPE","60+","Male","238977","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
