"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14370","5196","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12199","4302","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19066","10481","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14966","7327","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8517","3091","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7539","2420","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11178","6449","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9434","4809","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13689","5370","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11218","3928","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17868","6752","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15095","4829","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26454","15789","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23407","12632","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4272","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3495","817","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51606","21876","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42265","16808","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15364","6913","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12280","5230","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19642","10304","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16110","7803","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6748","2903","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4405","1801","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26272","12488","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22792","10582","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13340","7903","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10496","5757","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8883","4476","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5407","2490","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12707","5181","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8339","3173","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13258","5691","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8697","3183","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14191","5782","60728"
