"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","394274","839479"
"EASTERN CAPE","18-34","Male","297705","854468"
"EASTERN CAPE","35-49","Female","369901","586430"
"EASTERN CAPE","35-49","Male","251750","522727"
"EASTERN CAPE","50-59","Female","236714","320585"
"EASTERN CAPE","50-59","Male","149191","196960"
"EASTERN CAPE","60+","Female","366514","517296"
"EASTERN CAPE","60+","Male","220056","261598"
"EASTERN CAPE","Unidentified","Female","296",""
"EASTERN CAPE","Unidentified","Male","71",""
"FREE STATE","18-34","Female","231512","410210"
"FREE STATE","18-34","Male","176097","419145"
"FREE STATE","35-49","Female","194258","283918"
"FREE STATE","35-49","Male","160204","266941"
"FREE STATE","50-59","Female","105403","140470"
"FREE STATE","50-59","Male","82048","105617"
"FREE STATE","60+","Female","137878","178195"
"FREE STATE","60+","Male","86895","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","988555","2584852"
"GAUTENG","18-34","Male","844352","2611302"
"GAUTENG","35-49","Female","1001921","1659380"
"GAUTENG","35-49","Male","936984","1782603"
"GAUTENG","50-59","Female","443661","675158"
"GAUTENG","50-59","Male","424221","655342"
"GAUTENG","60+","Female","497072","745260"
"GAUTENG","60+","Male","381028","597429"
"GAUTENG","Unidentified","Female","281",""
"GAUTENG","Unidentified","Male","165",""
"KWAZULU-NATAL","18-34","Female","637867","1707989"
"KWAZULU-NATAL","18-34","Male","437644","1725158"
"KWAZULU-NATAL","35-49","Female","574601","1071255"
"KWAZULU-NATAL","35-49","Male","413455","951364"
"KWAZULU-NATAL","50-59","Female","301416","492136"
"KWAZULU-NATAL","50-59","Male","203034","316845"
"KWAZULU-NATAL","60+","Female","446393","624115"
"KWAZULU-NATAL","60+","Male","253662","330933"
"KWAZULU-NATAL","Unidentified","Female","355",""
"KWAZULU-NATAL","Unidentified","Male","136",""
"LIMPOPO","18-34","Female","430427","818804"
"LIMPOPO","18-34","Male","292867","833104"
"LIMPOPO","35-49","Female","377066","573264"
"LIMPOPO","35-49","Male","249492","493423"
"LIMPOPO","50-59","Female","199793","265501"
"LIMPOPO","50-59","Male","133850","165831"
"LIMPOPO","60+","Female","295915","372555"
"LIMPOPO","60+","Male","171003","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274863","681710"
"MPUMALANGA","18-34","Male","234311","729028"
"MPUMALANGA","35-49","Female","240757","451254"
"MPUMALANGA","35-49","Male","212837","457785"
"MPUMALANGA","50-59","Female","117917","197794"
"MPUMALANGA","50-59","Male","95663","151183"
"MPUMALANGA","60+","Female","144049","224305"
"MPUMALANGA","60+","Male","104056","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78388","174695"
"NORTHERN CAPE","18-34","Male","74012","182300"
"NORTHERN CAPE","35-49","Female","69464","118328"
"NORTHERN CAPE","35-49","Male","73463","131923"
"NORTHERN CAPE","50-59","Female","37318","57823"
"NORTHERN CAPE","50-59","Male","34734","49198"
"NORTHERN CAPE","60+","Female","46010","80820"
"NORTHERN CAPE","60+","Male","34294","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243297","547199"
"NORTH WEST","18-34","Male","201148","611287"
"NORTH WEST","35-49","Female","216508","386831"
"NORTH WEST","35-49","Male","216546","437698"
"NORTH WEST","50-59","Female","109728","173790"
"NORTH WEST","50-59","Male","109071","168889"
"NORTH WEST","60+","Female","144171","213393"
"NORTH WEST","60+","Male","109040","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522395","1010156"
"WESTERN CAPE","18-34","Male","454381","1047625"
"WESTERN CAPE","35-49","Female","477694","744325"
"WESTERN CAPE","35-49","Male","420557","767488"
"WESTERN CAPE","50-59","Female","245169","368383"
"WESTERN CAPE","50-59","Male","212499","315766"
"WESTERN CAPE","60+","Female","321505","422288"
"WESTERN CAPE","60+","Male","239183","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
