"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14455","5278","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12296","4370","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19165","10572","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15130","7444","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8514","3085","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7528","2417","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11191","6464","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9442","4824","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13656","5363","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11209","3925","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17837","6743","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15083","4823","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26436","15809","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23394","12669","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4266","1197","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3490","815","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51542","21848","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42205","16791","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15334","6900","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12271","5228","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19608","10300","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16089","7804","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6733","2898","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4395","1797","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26254","12474","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22768","10573","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13315","7893","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10485","5752","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8862","4467","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5393","2486","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12682","5171","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8329","3169","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13250","5700","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8697","3193","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14170","5790","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10234","3825","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20456","10316","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12983","5426","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14900","6336","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9179","3454","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15520","6994","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10478","4112","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24159","12851","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17370","8125","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36720","15370","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31581","11574","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37227","12961","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30654","9341","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26416","10050","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25896","8449","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38265","12761","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31000","8801","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17642","6971","37998"
