"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14531","5596","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12463","4583","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19066","10590","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15222","7580","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8368","3051","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7364","2389","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11016","6373","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9318","4784","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13425","5314","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11090","3886","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17501","6632","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14820","4768","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","25930","15695","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23016","12620","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4167","1179","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3425","803","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50645","21554","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41627","16636","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15048","6761","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12054","5146","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19290","10180","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15842","7732","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6614","2855","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4336","1790","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25738","12268","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22345","10431","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13114","7821","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10351","5703","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8681","4372","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5293","2452","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12431","5093","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8210","3125","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","12992","5596","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8549","3145","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","13933","5772","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10122","3823","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20078","10179","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12735","5370","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14608","6269","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9029","3429","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15164","6854","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10289","4043","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23668","12611","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17054","8012","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37325","15597","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31947","11833","86098"
"LIMPOPO","MOPANI DM","12-17","Female","36990","13031","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30536","9470","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26156","9988","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25647","8411","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37692","12609","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30534","8680","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17618","6975","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14771","5181","40036"
