"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14654","5624","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12545","4594","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19250","10674","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15324","7600","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8444","3070","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7447","2399","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11113","6419","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9382","4801","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13555","5341","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11175","3913","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17669","6690","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14946","4799","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26203","15733","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23224","12642","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4220","1188","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3459","813","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51107","21716","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41901","16714","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15185","6836","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12164","5181","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19469","10259","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15970","7767","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6676","2875","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4365","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25981","12379","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22581","10525","180552"
