Unnamed: 0,visit_date,province,district,age_group,sex,vaccine_manufacturer,vaccine_rollout_phase,health_sector,first_dose_total,second_dose_total,booster_dose_total,immunocompromised_booster_dose_total,continuous_booster_dose_total,sisonke_booster_dose_total,individuals_vaccinated_total,individuals_fully_vaccinated_total,total_vaccines_administered,total_population
3480000,2023-07-12,Free State,Fezile Dabi DM,35-49,Female,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,5659.0
3480001,2023-07-12,Free State,Fezile Dabi DM,35-49,Female,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,11696.0
3480002,2023-07-12,Free State,Fezile Dabi DM,35-49,Female,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,15126.0
3480003,2023-07-12,Free State,Fezile Dabi DM,35-49,Female,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,16704.0
3480004,2023-07-12,Free State,Fezile Dabi DM,35-49,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,4802.0
3480005,2023-07-12,Free State,Fezile Dabi DM,35-49,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,9440.0
3480006,2023-07-12,Free State,Fezile Dabi DM,35-49,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,17049.0
3480007,2023-07-12,Free State,Fezile Dabi DM,35-49,Male,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,19603.0
3480008,2023-07-12,Free State,Lejweleputswa DM,18-34,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,4161.0
3480009,2023-07-12,Free State,Lejweleputswa DM,18-34,Female,Johnson & Johnson,National,Public,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,6754.0
