"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","156271","59944","416942"
"EASTERN CAPE","12-17","Male","128357","42891","429096"
"FREE STATE","12-17","Female","92775","45196","161705"
"FREE STATE","12-17","Male","79033","34050","162847"
"GAUTENG","12-17","Female","215750","96123","649047"
"GAUTENG","12-17","Male","177392","74376","648920"
"KWAZULU-NATAL","12-17","Female","174046","78701","647510"
"KWAZULU-NATAL","12-17","Male","122489","50257","658202"
"LIMPOPO","12-17","Female","154596","54235","352420"
"LIMPOPO","12-17","Male","132754","40256","372427"
"MPUMALANGA","12-17","Female","80426","28505","257710"
"MPUMALANGA","12-17","Male","66645","20005","259479"
"NORTHERN CAPE","12-17","Female","20054","7922","69852"
"NORTHERN CAPE","12-17","Male","16023","5842","69047"
"NORTH WEST","12-17","Female","83716","30412","221385"
"NORTH WEST","12-17","Male","69815","22390","223092"
"WESTERN CAPE","12-17","Female","70604","28731","320269"
"WESTERN CAPE","12-17","Male","60552","24156","322848"
