"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","393769","839479"
"EASTERN CAPE","18-34","Male","297007","854468"
"EASTERN CAPE","35-49","Female","369735","586430"
"EASTERN CAPE","35-49","Male","251524","522727"
"EASTERN CAPE","50-59","Female","236581","320585"
"EASTERN CAPE","50-59","Male","149113","196960"
"EASTERN CAPE","60+","Female","365904","517296"
"EASTERN CAPE","60+","Male","219691","261598"
"EASTERN CAPE","Unidentified","Female","298",""
"EASTERN CAPE","Unidentified","Male","73",""
"FREE STATE","18-34","Female","231293","410210"
"FREE STATE","18-34","Male","175985","419145"
"FREE STATE","35-49","Female","194142","283918"
"FREE STATE","35-49","Male","160101","266941"
"FREE STATE","50-59","Female","105357","140470"
"FREE STATE","50-59","Male","81967","105617"
"FREE STATE","60+","Female","137598","178195"
"FREE STATE","60+","Male","86718","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","987771","2584852"
"GAUTENG","18-34","Male","843730","2611302"
"GAUTENG","35-49","Female","1000688","1659380"
"GAUTENG","35-49","Male","935785","1782603"
"GAUTENG","50-59","Female","443124","675158"
"GAUTENG","50-59","Male","423712","655342"
"GAUTENG","60+","Female","496045","745260"
"GAUTENG","60+","Male","380099","597429"
"GAUTENG","Unidentified","Female","285",""
"GAUTENG","Unidentified","Male","167",""
"KWAZULU-NATAL","18-34","Female","636943","1707989"
"KWAZULU-NATAL","18-34","Male","437132","1725158"
"KWAZULU-NATAL","35-49","Female","574082","1071255"
"KWAZULU-NATAL","35-49","Male","413030","951364"
"KWAZULU-NATAL","50-59","Female","301246","492136"
"KWAZULU-NATAL","50-59","Male","202850","316845"
"KWAZULU-NATAL","60+","Female","445575","624115"
"KWAZULU-NATAL","60+","Male","253192","330933"
"KWAZULU-NATAL","Unidentified","Female","356",""
"KWAZULU-NATAL","Unidentified","Male","137",""
"LIMPOPO","18-34","Female","429814","818804"
"LIMPOPO","18-34","Male","292402","833104"
"LIMPOPO","35-49","Female","376511","573264"
"LIMPOPO","35-49","Male","249070","493423"
"LIMPOPO","50-59","Female","199615","265501"
"LIMPOPO","50-59","Male","133796","165831"
"LIMPOPO","60+","Female","295505","372555"
"LIMPOPO","60+","Male","170710","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274444","681710"
"MPUMALANGA","18-34","Male","233974","729028"
"MPUMALANGA","35-49","Female","240366","451254"
"MPUMALANGA","35-49","Male","212382","457785"
"MPUMALANGA","50-59","Female","117836","197794"
"MPUMALANGA","50-59","Male","95588","151183"
"MPUMALANGA","60+","Female","143726","224305"
"MPUMALANGA","60+","Male","103818","146461"
"MPUMALANGA","Unidentified","Female","158",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78229","174695"
"NORTHERN CAPE","18-34","Male","73941","182300"
"NORTHERN CAPE","35-49","Female","69401","118328"
"NORTHERN CAPE","35-49","Male","73354","131923"
"NORTHERN CAPE","50-59","Female","37280","57823"
"NORTHERN CAPE","50-59","Male","34692","49198"
"NORTHERN CAPE","60+","Female","45903","80820"
"NORTHERN CAPE","60+","Male","34202","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243067","547199"
"NORTH WEST","18-34","Male","200884","611287"
"NORTH WEST","35-49","Female","216242","386831"
"NORTH WEST","35-49","Male","216263","437698"
"NORTH WEST","50-59","Female","109613","173790"
"NORTH WEST","50-59","Male","108983","168889"
"NORTH WEST","60+","Female","143923","213393"
"NORTH WEST","60+","Male","108789","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522364","1010156"
"WESTERN CAPE","18-34","Male","454153","1047625"
"WESTERN CAPE","35-49","Female","477373","744325"
"WESTERN CAPE","35-49","Male","420274","767488"
"WESTERN CAPE","50-59","Female","244946","368383"
"WESTERN CAPE","50-59","Male","212297","315766"
"WESTERN CAPE","60+","Female","320925","422288"
"WESTERN CAPE","60+","Male","238708","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
