"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","386824","839479"
"EASTERN CAPE","18-34","Male","290020","854468"
"EASTERN CAPE","35-49","Female","367498","586430"
"EASTERN CAPE","35-49","Male","249066","522727"
"EASTERN CAPE","50-59","Female","235121","320585"
"EASTERN CAPE","50-59","Male","147794","196960"
"EASTERN CAPE","60+","Female","359369","517296"
"EASTERN CAPE","60+","Male","215952","261598"
"EASTERN CAPE","Unidentified","Female","309",""
"EASTERN CAPE","Unidentified","Male","90",""
"FREE STATE","18-34","Female","228654","410210"
"FREE STATE","18-34","Male","174110","419145"
"FREE STATE","35-49","Female","192631","283918"
"FREE STATE","35-49","Male","158508","266941"
"FREE STATE","50-59","Female","104403","140470"
"FREE STATE","50-59","Male","81174","105617"
"FREE STATE","60+","Female","134802","178195"
"FREE STATE","60+","Male","84694","110025"
"FREE STATE","Unidentified","Female","88",""
"FREE STATE","Unidentified","Male","53",""
"GAUTENG","18-34","Female","982548","2584852"
"GAUTENG","18-34","Male","837767","2611302"
"GAUTENG","35-49","Female","989415","1659380"
"GAUTENG","35-49","Male","925024","1782603"
"GAUTENG","50-59","Female","436707","675158"
"GAUTENG","50-59","Male","416660","655342"
"GAUTENG","60+","Female","485316","745260"
"GAUTENG","60+","Male","370816","597429"
"GAUTENG","Unidentified","Female","303",""
"GAUTENG","Unidentified","Male","182",""
"KWAZULU-NATAL","18-34","Female","626326","1707989"
"KWAZULU-NATAL","18-34","Male","430458","1725158"
"KWAZULU-NATAL","35-49","Female","566989","1071255"
"KWAZULU-NATAL","35-49","Male","407762","951364"
"KWAZULU-NATAL","50-59","Female","298707","492136"
"KWAZULU-NATAL","50-59","Male","200526","316845"
"KWAZULU-NATAL","60+","Female","437614","624115"
"KWAZULU-NATAL","60+","Male","248218","330933"
"KWAZULU-NATAL","Unidentified","Female","373",""
"KWAZULU-NATAL","Unidentified","Male","139",""
"LIMPOPO","18-34","Female","424177","818804"
"LIMPOPO","18-34","Male","286663","833104"
"LIMPOPO","35-49","Female","371864","573264"
"LIMPOPO","35-49","Male","245638","493423"
"LIMPOPO","50-59","Female","197823","265501"
"LIMPOPO","50-59","Male","132635","165831"
"LIMPOPO","60+","Female","291013","372555"
"LIMPOPO","60+","Male","167654","173319"
"LIMPOPO","Unidentified","Female","613",""
"LIMPOPO","Unidentified","Male","90",""
"MPUMALANGA","18-34","Female","270375","681710"
"MPUMALANGA","18-34","Male","229001","729028"
"MPUMALANGA","35-49","Female","236679","451254"
"MPUMALANGA","35-49","Male","208001","457785"
"MPUMALANGA","50-59","Female","116112","197794"
"MPUMALANGA","50-59","Male","94297","151183"
"MPUMALANGA","60+","Female","140872","224305"
"MPUMALANGA","60+","Male","101530","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","59",""
"NORTHERN CAPE","18-34","Female","77490","174695"
"NORTHERN CAPE","18-34","Male","73416","182300"
"NORTHERN CAPE","35-49","Female","68793","118328"
"NORTHERN CAPE","35-49","Male","72442","131923"
"NORTHERN CAPE","50-59","Female","36947","57823"
"NORTHERN CAPE","50-59","Male","34241","49198"
"NORTHERN CAPE","60+","Female","44837","80820"
"NORTHERN CAPE","60+","Male","33322","52458"
"NORTHERN CAPE","Unidentified","Female","19",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241846","547199"
"NORTH WEST","18-34","Male","199687","611287"
"NORTH WEST","35-49","Female","214479","386831"
"NORTH WEST","35-49","Male","214440","437698"
"NORTH WEST","50-59","Female","108611","173790"
"NORTH WEST","50-59","Male","107814","168889"
"NORTH WEST","60+","Female","140962","213393"
"NORTH WEST","60+","Male","106232","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","522090","1010156"
"WESTERN CAPE","18-34","Male","453328","1047625"
"WESTERN CAPE","35-49","Female","473987","744325"
"WESTERN CAPE","35-49","Male","416682","767488"
"WESTERN CAPE","50-59","Female","242774","368383"
"WESTERN CAPE","50-59","Male","210140","315766"
"WESTERN CAPE","60+","Female","314800","422288"
"WESTERN CAPE","60+","Male","233723","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","74",""
