"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","131878","33319","416942"
"EASTERN CAPE","12-17","Male","105992","22475","429096"
"FREE STATE","12-17","Female","86234","34642","161705"
"FREE STATE","12-17","Male","72756","25297","162847"
"GAUTENG","12-17","Female","201177","76733","649047"
"GAUTENG","12-17","Male","165131","59573","648920"
"KWAZULU-NATAL","12-17","Female","139469","44567","647510"
"KWAZULU-NATAL","12-17","Male","98589","29269","658202"
"LIMPOPO","12-17","Female","125072","36179","352420"
"LIMPOPO","12-17","Male","104437","27144","372427"
"MPUMALANGA","12-17","Female","68362","17693","257710"
"MPUMALANGA","12-17","Male","57672","13026","259479"
"NORTHERN CAPE","12-17","Female","13737","4347","69852"
"NORTHERN CAPE","12-17","Male","11193","3232","69047"
"NORTH WEST","12-17","Female","77985","23132","221385"
"NORTH WEST","12-17","Male","64922","16876","223092"
"WESTERN CAPE","12-17","Female","70302","26327","320269"
"WESTERN CAPE","12-17","Male","59699","21851","322848"
