"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","395544","839479"
"EASTERN CAPE","18-34","Male","300735","854468"
"EASTERN CAPE","35-49","Female","370279","586430"
"EASTERN CAPE","35-49","Male","252275","522727"
"EASTERN CAPE","50-59","Female","237031","320585"
"EASTERN CAPE","50-59","Male","149329","196960"
"EASTERN CAPE","60+","Female","368130","517296"
"EASTERN CAPE","60+","Male","221049","261598"
"EASTERN CAPE","Unidentified","Female","294",""
"EASTERN CAPE","Unidentified","Male","67",""
"FREE STATE","18-34","Female","231877","410210"
"FREE STATE","18-34","Male","176362","419145"
"FREE STATE","35-49","Female","194519","283918"
"FREE STATE","35-49","Male","160417","266941"
"FREE STATE","50-59","Female","105512","140470"
"FREE STATE","50-59","Male","82198","105617"
"FREE STATE","60+","Female","138500","178195"
"FREE STATE","60+","Male","87311","110025"
"FREE STATE","Unidentified","Female","83",""
"FREE STATE","Unidentified","Male","47",""
"GAUTENG","18-34","Female","990051","2584852"
"GAUTENG","18-34","Male","846006","2611302"
"GAUTENG","35-49","Female","1004378","1659380"
"GAUTENG","35-49","Male","939312","1782603"
"GAUTENG","50-59","Female","444880","675158"
"GAUTENG","50-59","Male","425507","655342"
"GAUTENG","60+","Female","499480","745260"
"GAUTENG","60+","Male","383042","597429"
"GAUTENG","Unidentified","Female","273",""
"GAUTENG","Unidentified","Male","160",""
"KWAZULU-NATAL","18-34","Female","639386","1707989"
"KWAZULU-NATAL","18-34","Male","438548","1725158"
"KWAZULU-NATAL","35-49","Female","575490","1071255"
"KWAZULU-NATAL","35-49","Male","414297","951364"
"KWAZULU-NATAL","50-59","Female","301707","492136"
"KWAZULU-NATAL","50-59","Male","203367","316845"
"KWAZULU-NATAL","60+","Female","448348","624115"
"KWAZULU-NATAL","60+","Male","254818","330933"
"KWAZULU-NATAL","Unidentified","Female","354",""
"KWAZULU-NATAL","Unidentified","Male","134",""
"LIMPOPO","18-34","Female","431818","818804"
"LIMPOPO","18-34","Male","294027","833104"
"LIMPOPO","35-49","Female","378133","573264"
"LIMPOPO","35-49","Male","250261","493423"
"LIMPOPO","50-59","Female","200064","265501"
"LIMPOPO","50-59","Male","133982","165831"
"LIMPOPO","60+","Female","296956","372555"
"LIMPOPO","60+","Male","171696","173319"
"LIMPOPO","Unidentified","Female","605",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275495","681710"
"MPUMALANGA","18-34","Male","234788","729028"
"MPUMALANGA","35-49","Female","241396","451254"
"MPUMALANGA","35-49","Male","213527","457785"
"MPUMALANGA","50-59","Female","118199","197794"
"MPUMALANGA","50-59","Male","95862","151183"
"MPUMALANGA","60+","Female","144704","224305"
"MPUMALANGA","60+","Male","104550","146461"
"MPUMALANGA","Unidentified","Female","154",""
"MPUMALANGA","Unidentified","Male","50",""
"NORTHERN CAPE","18-34","Female","78568","174695"
"NORTHERN CAPE","18-34","Male","74194","182300"
"NORTHERN CAPE","35-49","Female","69638","118328"
"NORTHERN CAPE","35-49","Male","73619","131923"
"NORTHERN CAPE","50-59","Female","37411","57823"
"NORTHERN CAPE","50-59","Male","34852","49198"
"NORTHERN CAPE","60+","Female","46246","80820"
"NORTHERN CAPE","60+","Male","34480","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243859","547199"
"NORTH WEST","18-34","Male","201764","611287"
"NORTH WEST","35-49","Female","216990","386831"
"NORTH WEST","35-49","Male","217000","437698"
"NORTH WEST","50-59","Female","110010","173790"
"NORTH WEST","50-59","Male","109305","168889"
"NORTH WEST","60+","Female","144820","213393"
"NORTH WEST","60+","Male","109600","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","108",""
"WESTERN CAPE","18-34","Female","522392","1010156"
"WESTERN CAPE","18-34","Male","454869","1047625"
"WESTERN CAPE","35-49","Female","478350","744325"
"WESTERN CAPE","35-49","Male","421105","767488"
"WESTERN CAPE","50-59","Female","245619","368383"
"WESTERN CAPE","50-59","Male","212907","315766"
"WESTERN CAPE","60+","Female","322838","422288"
"WESTERN CAPE","60+","Male","240315","300872"
"WESTERN CAPE","Unidentified","Female","113",""
"WESTERN CAPE","Unidentified","Male","68",""
