"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14527","5595","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12458","4580","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19054","10585","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15212","7578","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8368","3051","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7361","2389","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11010","6373","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9313","4781","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13422","5312","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11085","3884","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17491","6627","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14816","4767","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","25912","15688","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23002","12609","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4166","1179","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3422","803","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50623","21550","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41608","16632","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15039","6756","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12048","5146","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19278","10173","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15834","7730","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6606","2851","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4335","1789","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25731","12264","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22333","10425","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13108","7819","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10347","5701","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8678","4369","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5292","2452","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12429","5090","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8205","3122","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","12989","5593","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8546","3144","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","13925","5770","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10120","3823","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20065","10172","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12727","5368","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14602","6267","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9025","3427","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15160","6852","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10285","4041","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23658","12608","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17051","8010","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37311","15594","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31931","11825","86098"
"LIMPOPO","MOPANI DM","12-17","Female","36968","13024","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30522","9464","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26148","9986","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25640","8410","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37680","12604","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30523","8675","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17613","6974","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14766","5179","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47567","20069","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36654","13332","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16764","6515","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17251","5438","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7523","3699","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6257","2804","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1675","654","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1355","496","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3533","1575","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2716","1128","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","31893","13533","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26553","10049","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21036","7409","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17602","5435","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9175","4151","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8085","3457","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","795","370","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","622","281","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6186","2540","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5243","1951","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2968","991","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2333","765","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4107","1885","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3570","1427","22568"
