"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14375","5222","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12210","4311","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19074","10515","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14982","7351","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8527","3090","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7544","2420","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11185","6467","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9445","4818","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13682","5370","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11214","3927","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17857","6749","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15091","4827","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26443","15786","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23400","12638","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4270","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3493","816","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51591","21872","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42247","16801","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15356","6908","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12274","5228","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19628","10299","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16106","7804","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6745","2903","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4401","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26258","12481","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22781","10576","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13338","7904","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10498","5758","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8878","4472","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5406","2489","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12703","5179","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8335","3172","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13254","5688","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8693","3181","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14182","5779","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10237","3820","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20484","10321","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13001","5429","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14916","6345","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9193","3455","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15547","7007","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10488","4111","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24188","12867","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17390","8128","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36617","15306","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31488","11535","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37170","12895","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30596","9284","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26437","10054","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25915","8454","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38276","12769","86602"
