"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","394069","839479"
"EASTERN CAPE","18-34","Male","297383","854468"
"EASTERN CAPE","35-49","Female","369844","586430"
"EASTERN CAPE","35-49","Male","251676","522727"
"EASTERN CAPE","50-59","Female","236652","320585"
"EASTERN CAPE","50-59","Male","149165","196960"
"EASTERN CAPE","60+","Female","366313","517296"
"EASTERN CAPE","60+","Male","219921","261598"
"EASTERN CAPE","Unidentified","Female","297",""
"EASTERN CAPE","Unidentified","Male","71",""
"FREE STATE","18-34","Female","231405","410210"
"FREE STATE","18-34","Male","176066","419145"
"FREE STATE","35-49","Female","194233","283918"
"FREE STATE","35-49","Male","160172","266941"
"FREE STATE","50-59","Female","105385","140470"
"FREE STATE","50-59","Male","82019","105617"
"FREE STATE","60+","Female","137789","178195"
"FREE STATE","60+","Male","86833","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","988281","2584852"
"GAUTENG","18-34","Male","844104","2611302"
"GAUTENG","35-49","Female","1001456","1659380"
"GAUTENG","35-49","Male","936577","1782603"
"GAUTENG","50-59","Female","443474","675158"
"GAUTENG","50-59","Male","424027","655342"
"GAUTENG","60+","Female","496732","745260"
"GAUTENG","60+","Male","380738","597429"
"GAUTENG","Unidentified","Female","282",""
"GAUTENG","Unidentified","Male","167",""
"KWAZULU-NATAL","18-34","Female","637516","1707989"
"KWAZULU-NATAL","18-34","Male","437396","1725158"
"KWAZULU-NATAL","35-49","Female","574434","1071255"
"KWAZULU-NATAL","35-49","Male","413334","951364"
"KWAZULU-NATAL","50-59","Female","301369","492136"
"KWAZULU-NATAL","50-59","Male","202974","316845"
"KWAZULU-NATAL","60+","Female","446106","624115"
"KWAZULU-NATAL","60+","Male","253494","330933"
"KWAZULU-NATAL","Unidentified","Female","355",""
"KWAZULU-NATAL","Unidentified","Male","136",""
"LIMPOPO","18-34","Female","430132","818804"
"LIMPOPO","18-34","Male","292667","833104"
"LIMPOPO","35-49","Female","376926","573264"
"LIMPOPO","35-49","Male","249328","493423"
"LIMPOPO","50-59","Female","199689","265501"
"LIMPOPO","50-59","Male","133801","165831"
"LIMPOPO","60+","Female","295759","372555"
"LIMPOPO","60+","Male","170902","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274719","681710"
"MPUMALANGA","18-34","Male","234169","729028"
"MPUMALANGA","35-49","Female","240633","451254"
"MPUMALANGA","35-49","Male","212681","457785"
"MPUMALANGA","50-59","Female","117901","197794"
"MPUMALANGA","50-59","Male","95632","151183"
"MPUMALANGA","60+","Female","143906","224305"
"MPUMALANGA","60+","Male","103965","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78328","174695"
"NORTHERN CAPE","18-34","Male","73994","182300"
"NORTHERN CAPE","35-49","Female","69436","118328"
"NORTHERN CAPE","35-49","Male","73435","131923"
"NORTHERN CAPE","50-59","Female","37309","57823"
"NORTHERN CAPE","50-59","Male","34718","49198"
"NORTHERN CAPE","60+","Female","45971","80820"
"NORTHERN CAPE","60+","Male","34262","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243203","547199"
"NORTH WEST","18-34","Male","201033","611287"
"NORTH WEST","35-49","Female","216434","386831"
"NORTH WEST","35-49","Male","216468","437698"
"NORTH WEST","50-59","Female","109701","173790"
"NORTH WEST","50-59","Male","109040","168889"
"NORTH WEST","60+","Female","144064","213393"
"NORTH WEST","60+","Male","108948","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522326","1010156"
"WESTERN CAPE","18-34","Male","454221","1047625"
"WESTERN CAPE","35-49","Female","477551","744325"
"WESTERN CAPE","35-49","Male","420445","767488"
"WESTERN CAPE","50-59","Female","245088","368383"
"WESTERN CAPE","50-59","Male","212433","315766"
"WESTERN CAPE","60+","Female","321335","422288"
"WESTERN CAPE","60+","Male","239024","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
