"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14002","4572","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11812","3789","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18975","10196","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14734","7061","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8534","3064","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7553","2359","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11230","6423","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9481","4764","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13764","5278","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11268","3861","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17982","6745","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15189","4815","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26509","15587","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23501","12466","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4292","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3516","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52027","22018","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42510","16806","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15505","6976","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12359","5260","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19741","10298","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16196","7805","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6819","2913","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4428","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26409","12559","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22866","10616","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13424","7934","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10569","5766","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8961","4488","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5447","2492","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12807","5222","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8396","3195","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13316","5668","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8720","3163","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14175","5802","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10209","3809","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20599","10256","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13088","5410","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15031","6373","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9278","3472","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15697","7056","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10577","4133","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24387","12963","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17524","8173","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36548","15069","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31452","11366","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37024","12504","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30479","8969","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26170","9939","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25836","8404","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38426","12834","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31092","8843","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17593","6872","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14663","5061","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47492","18723","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36240","12180","106460"
