"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","145638","44430","416942"
"EASTERN CAPE","12-17","Male","118103","30415","429096"
"FREE STATE","12-17","Female","90310","39642","161705"
"FREE STATE","12-17","Male","76494","29217","162847"
"GAUTENG","12-17","Female","209461","87039","649047"
"GAUTENG","12-17","Male","171638","66920","648920"
"KWAZULU-NATAL","12-17","Female","154347","58449","647510"
"KWAZULU-NATAL","12-17","Male","108244","37157","658202"
"LIMPOPO","12-17","Female","136368","42697","352420"
"LIMPOPO","12-17","Male","114375","31453","372427"
"MPUMALANGA","12-17","Female","74183","21461","257710"
"MPUMALANGA","12-17","Male","61952","15607","259479"
"NORTHERN CAPE","12-17","Female","16461","5026","69852"
"NORTHERN CAPE","12-17","Male","13225","3740","69047"
"NORTH WEST","12-17","Female","81762","26796","221385"
"NORTH WEST","12-17","Male","67668","19375","223092"
"WESTERN CAPE","12-17","Female","70551","27151","320269"
"WESTERN CAPE","12-17","Male","60014","22561","322848"
