"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14616","5615","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12519","4590","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19194","10651","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15312","7599","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8426","3063","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7422","2396","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11092","6415","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9365","4804","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13535","5342","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11168","3911","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17616","6670","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14909","4789","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26126","15780","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23158","12675","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4204","1186","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3451","813","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51002","21669","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41836","16686","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15146","6814","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12128","5171","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19417","10244","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15940","7762","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6661","2872","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4360","1801","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25923","12339","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22515","10495","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13201","7862","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10401","5722","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8753","4418","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5332","2464","39106"
