"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","396540","839479"
"EASTERN CAPE","18-34","Male","302915","854468"
"EASTERN CAPE","35-49","Female","370714","586430"
"EASTERN CAPE","35-49","Male","252804","522727"
"EASTERN CAPE","50-59","Female","237221","320585"
"EASTERN CAPE","50-59","Male","149509","196960"
"EASTERN CAPE","60+","Female","369151","517296"
"EASTERN CAPE","60+","Male","221673","261598"
"EASTERN CAPE","Unidentified","Female","293",""
"EASTERN CAPE","Unidentified","Male","67",""
"FREE STATE","18-34","Female","232104","410210"
"FREE STATE","18-34","Male","176586","419145"
"FREE STATE","35-49","Female","194676","283918"
"FREE STATE","35-49","Male","160526","266941"
"FREE STATE","50-59","Female","105603","140470"
"FREE STATE","50-59","Male","82331","105617"
"FREE STATE","60+","Female","138896","178195"
"FREE STATE","60+","Male","87575","110025"
"FREE STATE","Unidentified","Female","83",""
"FREE STATE","Unidentified","Male","46",""
"GAUTENG","18-34","Female","990984","2584852"
"GAUTENG","18-34","Male","847010","2611302"
"GAUTENG","35-49","Female","1006060","1659380"
"GAUTENG","35-49","Male","940880","1782603"
"GAUTENG","50-59","Female","445797","675158"
"GAUTENG","50-59","Male","426419","655342"
"GAUTENG","60+","Female","500993","745260"
"GAUTENG","60+","Male","384378","597429"
"GAUTENG","Unidentified","Female","270",""
"GAUTENG","Unidentified","Male","158",""
"KWAZULU-NATAL","18-34","Female","640084","1707989"
"KWAZULU-NATAL","18-34","Male","438966","1725158"
"KWAZULU-NATAL","35-49","Female","575967","1071255"
"KWAZULU-NATAL","35-49","Male","414713","951364"
"KWAZULU-NATAL","50-59","Female","301979","492136"
"KWAZULU-NATAL","50-59","Male","203676","316845"
"KWAZULU-NATAL","60+","Female","449637","624115"
"KWAZULU-NATAL","60+","Male","255554","330933"
"KWAZULU-NATAL","Unidentified","Female","353",""
"KWAZULU-NATAL","Unidentified","Male","131",""
"LIMPOPO","18-34","Female","432466","818804"
"LIMPOPO","18-34","Male","294595","833104"
"LIMPOPO","35-49","Female","378727","573264"
"LIMPOPO","35-49","Male","250668","493423"
"LIMPOPO","50-59","Female","200314","265501"
"LIMPOPO","50-59","Male","134109","165831"
"LIMPOPO","60+","Female","297592","372555"
"LIMPOPO","60+","Male","172106","173319"
"LIMPOPO","Unidentified","Female","604",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275789","681710"
"MPUMALANGA","18-34","Male","235054","729028"
"MPUMALANGA","35-49","Female","241726","451254"
"MPUMALANGA","35-49","Male","213855","457785"
"MPUMALANGA","50-59","Female","118425","197794"
"MPUMALANGA","50-59","Male","96052","151183"
"MPUMALANGA","60+","Female","145110","224305"
"MPUMALANGA","60+","Male","104845","146461"
"MPUMALANGA","Unidentified","Female","153",""
"MPUMALANGA","Unidentified","Male","50",""
"NORTHERN CAPE","18-34","Female","78643","174695"
"NORTHERN CAPE","18-34","Male","74204","182300"
"NORTHERN CAPE","35-49","Female","69714","118328"
"NORTHERN CAPE","35-49","Male","73727","131923"
"NORTHERN CAPE","50-59","Female","37462","57823"
"NORTHERN CAPE","50-59","Male","34945","49198"
"NORTHERN CAPE","60+","Female","46413","80820"
"NORTHERN CAPE","60+","Male","34596","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","244140","547199"
"NORTH WEST","18-34","Male","202097","611287"
"NORTH WEST","35-49","Female","217270","386831"
"NORTH WEST","35-49","Male","217231","437698"
"NORTH WEST","50-59","Female","110194","173790"
"NORTH WEST","50-59","Male","109469","168889"
"NORTH WEST","60+","Female","145213","213393"
"NORTH WEST","60+","Male","109968","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","108",""
"WESTERN CAPE","18-34","Female","522332","1010156"
"WESTERN CAPE","18-34","Male","455101","1047625"
"WESTERN CAPE","35-49","Female","478783","744325"
"WESTERN CAPE","35-49","Male","421549","767488"
"WESTERN CAPE","50-59","Female","245915","368383"
"WESTERN CAPE","50-59","Male","213152","315766"
"WESTERN CAPE","60+","Female","323694","422288"
"WESTERN CAPE","60+","Male","241042","300872"
"WESTERN CAPE","Unidentified","Female","111",""
"WESTERN CAPE","Unidentified","Male","68",""
