"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14050","4648","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11885","3845","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19010","10233","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14800","7114","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8529","3064","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7548","2360","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11219","6430","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9469","4776","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13759","5320","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11273","3892","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17969","6741","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15175","4813","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26503","15613","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23491","12509","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4288","1193","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3514","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51981","22003","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42483","16802","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15492","6972","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12351","5257","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19743","10301","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16186","7805","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6813","2910","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4426","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26394","12553","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22850","10612","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13412","7932","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10556","5764","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8950","4481","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5443","2489","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12799","5220","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8389","3195","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13315","5676","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8717","3161","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14161","5799","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10199","3809","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20590","10272","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13081","5410","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15018","6369","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9270","3471","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15681","7050","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10566","4130","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24373","12956","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17510","8167","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36560","15077","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31462","11374","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37001","12505","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30465","8969","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26185","9977","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25833","8415","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38404","12834","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31077","8837","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17621","6880","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14705","5060","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47514","18770","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36254","12223","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17310","6666","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18011","5610","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7573","3448","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6254","2627","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1724","670","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1399","509","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3644","1614","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2775","1149","11573"
