"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","151412","49917","416942"
"EASTERN CAPE","12-17","Male","123320","34478","429096"
"FREE STATE","12-17","Female","92214","41895","161705"
"FREE STATE","12-17","Male","78141","31145","162847"
"GAUTENG","12-17","Female","214047","91164","649047"
"GAUTENG","12-17","Male","175531","69973","648920"
"KWAZULU-NATAL","12-17","Female","163526","64587","647510"
"KWAZULU-NATAL","12-17","Male","114664","41030","658202"
"LIMPOPO","12-17","Female","143861","46791","352420"
"LIMPOPO","12-17","Male","121176","34475","372427"
"MPUMALANGA","12-17","Female","77328","23938","257710"
"MPUMALANGA","12-17","Male","64201","17160","259479"
"NORTHERN CAPE","12-17","Female","17904","5677","69852"
"NORTHERN CAPE","12-17","Male","14373","4248","69047"
"NORTH WEST","12-17","Female","83249","28633","221385"
"NORTH WEST","12-17","Male","69157","20656","223092"
"WESTERN CAPE","12-17","Female","70670","27511","320269"
"WESTERN CAPE","12-17","Male","60226","22899","322848"
