"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14611","5612","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12517","4590","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19184","10652","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15306","7595","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8420","3062","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7417","2395","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11085","6410","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9357","4801","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13515","5336","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11167","3911","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17600","6663","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14899","4786","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26105","15768","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23137","12666","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4201","1185","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3450","813","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50983","21665","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41833","16692","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15140","6809","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12121","5168","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19403","10232","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15933","7765","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6659","2871","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4359","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25899","12330","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22495","10487","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13195","7858","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10398","5723","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8744","4409","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5328","2462","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12502","5115","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8246","3143","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13083","5632","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8594","3157","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14038","5796","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10191","3836","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20209","10235","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12821","5396","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14705","6300","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9080","3447","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15279","6899","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10346","4066","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23803","12674","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17146","8049","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37530","15678","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32105","11891","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37175","13050","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30650","9476","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26264","10024","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25776","8440","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37894","12652","86602"
