"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"LIMPOPO","VHEMBE DM","12-17","Male","30709","8729","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17716","7005","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14853","5191","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47856","20105","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36811","13309","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16886","6546","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17435","5483","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7563","3711","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6286","2808","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1691","659","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1365","500","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3559","1586","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2733","1135","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32073","13580","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26663","10069","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21187","7442","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17704","5454","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9242","4170","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8151","3475","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","803","375","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","628","283","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6238","2551","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5303","1967","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2994","999","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2353","775","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4141","1894","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3603","1437","22568"
