"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","155008","55172","416942"
"EASTERN CAPE","12-17","Male","126977","38865","429096"
"FREE STATE","12-17","Female","93319","43747","161705"
"FREE STATE","12-17","Male","79349","32701","162847"
"GAUTENG","12-17","Female","217553","94527","649047"
"GAUTENG","12-17","Male","178608","72806","648920"
"KWAZULU-NATAL","12-17","Female","172405","71862","647510"
"KWAZULU-NATAL","12-17","Male","121193","46134","658202"
"LIMPOPO","12-17","Female","152252","51283","352420"
"LIMPOPO","12-17","Male","131289","38270","372427"
"MPUMALANGA","12-17","Female","79368","26582","257710"
"MPUMALANGA","12-17","Male","66143","18894","259479"
"NORTHERN CAPE","12-17","Female","19077","6428","69852"
"NORTHERN CAPE","12-17","Male","15246","4779","69047"
"NORTH WEST","12-17","Female","84540","30077","221385"
"NORTH WEST","12-17","Male","70367","21880","223092"
"WESTERN CAPE","12-17","Female","71012","28209","320269"
"WESTERN CAPE","12-17","Male","60695","23643","322848"
