"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","157994","62478","416942"
"EASTERN CAPE","12-17","Male","130408","45279","429096"
"FREE STATE","12-17","Female","92702","45340","161705"
"FREE STATE","12-17","Male","79023","34232","162847"
"GAUTENG","12-17","Female","214876","96080","649047"
"GAUTENG","12-17","Male","176761","74395","648920"
"KWAZULU-NATAL","12-17","Female","174509","80379","647510"
"KWAZULU-NATAL","12-17","Male","122739","51109","658202"
"LIMPOPO","12-17","Female","155786","55152","352420"
"LIMPOPO","12-17","Male","133566","41002","372427"
"MPUMALANGA","12-17","Female","80894","29050","257710"
"MPUMALANGA","12-17","Male","66890","20442","259479"
"NORTHERN CAPE","12-17","Female","20228","8153","69852"
"NORTHERN CAPE","12-17","Male","16162","6012","69047"
"NORTH WEST","12-17","Female","83413","30407","221385"
"NORTH WEST","12-17","Male","69539","22406","223092"
"WESTERN CAPE","12-17","Female","71093","28934","320269"
"WESTERN CAPE","12-17","Male","61039","24302","322848"
