"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","391323","839479"
"EASTERN CAPE","18-34","Male","294523","854468"
"EASTERN CAPE","35-49","Female","368953","586430"
"EASTERN CAPE","35-49","Male","250536","522727"
"EASTERN CAPE","50-59","Female","235991","320585"
"EASTERN CAPE","50-59","Male","148598","196960"
"EASTERN CAPE","60+","Female","363195","517296"
"EASTERN CAPE","60+","Male","218142","261598"
"EASTERN CAPE","Unidentified","Female","303",""
"EASTERN CAPE","Unidentified","Male","80",""
"FREE STATE","18-34","Female","230420","410210"
"FREE STATE","18-34","Male","175457","419145"
"FREE STATE","35-49","Female","193645","283918"
"FREE STATE","35-49","Male","159573","266941"
"FREE STATE","50-59","Female","105072","140470"
"FREE STATE","50-59","Male","81742","105617"
"FREE STATE","60+","Female","136496","178195"
"FREE STATE","60+","Male","85927","110025"
"FREE STATE","Unidentified","Female","87",""
"FREE STATE","Unidentified","Male","49",""
"GAUTENG","18-34","Female","986154","2584852"
"GAUTENG","18-34","Male","842154","2611302"
"GAUTENG","35-49","Female","996638","1659380"
"GAUTENG","35-49","Male","931971","1782603"
"GAUTENG","50-59","Female","440759","675158"
"GAUTENG","50-59","Male","421119","655342"
"GAUTENG","60+","Female","491776","745260"
"GAUTENG","60+","Male","376392","597429"
"GAUTENG","Unidentified","Female","299",""
"GAUTENG","Unidentified","Male","177",""
"KWAZULU-NATAL","18-34","Female","634225","1707989"
"KWAZULU-NATAL","18-34","Male","435478","1725158"
"KWAZULU-NATAL","35-49","Female","571789","1071255"
"KWAZULU-NATAL","35-49","Male","411263","951364"
"KWAZULU-NATAL","50-59","Female","300303","492136"
"KWAZULU-NATAL","50-59","Male","202030","316845"
"KWAZULU-NATAL","60+","Female","442345","624115"
"KWAZULU-NATAL","60+","Male","251146","330933"
"KWAZULU-NATAL","Unidentified","Female","364",""
"KWAZULU-NATAL","Unidentified","Male","138",""
"LIMPOPO","18-34","Female","427184","818804"
"LIMPOPO","18-34","Male","290053","833104"
"LIMPOPO","35-49","Female","374443","573264"
"LIMPOPO","35-49","Male","247526","493423"
"LIMPOPO","50-59","Female","198925","265501"
"LIMPOPO","50-59","Male","133323","165831"
"LIMPOPO","60+","Female","293605","372555"
"LIMPOPO","60+","Male","169464","173319"
"LIMPOPO","Unidentified","Female","610",""
"LIMPOPO","Unidentified","Male","88",""
"MPUMALANGA","18-34","Female","273175","681710"
"MPUMALANGA","18-34","Male","232500","729028"
"MPUMALANGA","35-49","Female","239069","451254"
"MPUMALANGA","35-49","Male","210944","457785"
"MPUMALANGA","50-59","Female","117222","197794"
"MPUMALANGA","50-59","Male","95092","151183"
"MPUMALANGA","60+","Female","142569","224305"
"MPUMALANGA","60+","Male","102928","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","54",""
"NORTHERN CAPE","18-34","Female","77941","174695"
"NORTHERN CAPE","18-34","Male","73674","182300"
"NORTHERN CAPE","35-49","Female","69151","118328"
"NORTHERN CAPE","35-49","Male","72918","131923"
"NORTHERN CAPE","50-59","Female","37154","57823"
"NORTHERN CAPE","50-59","Male","34560","49198"
"NORTHERN CAPE","60+","Female","45446","80820"
"NORTHERN CAPE","60+","Male","33834","52458"
"NORTHERN CAPE","Unidentified","Female","16",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242449","547199"
"NORTH WEST","18-34","Male","200301","611287"
"NORTH WEST","35-49","Female","215576","386831"
"NORTH WEST","35-49","Male","215541","437698"
"NORTH WEST","50-59","Female","109228","173790"
"NORTH WEST","50-59","Male","108491","168889"
"NORTH WEST","60+","Female","142744","213393"
"NORTH WEST","60+","Male","107806","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522469","1010156"
"WESTERN CAPE","18-34","Male","454242","1047625"
"WESTERN CAPE","35-49","Female","476249","744325"
"WESTERN CAPE","35-49","Male","418994","767488"
"WESTERN CAPE","50-59","Female","244121","368383"
"WESTERN CAPE","50-59","Male","211496","315766"
"WESTERN CAPE","60+","Female","318432","422288"
"WESTERN CAPE","60+","Male","236699","300872"
"WESTERN CAPE","Unidentified","Female","118",""
"WESTERN CAPE","Unidentified","Male","72",""
