"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","161088","67260","416942"
"EASTERN CAPE","12-17","Male","133607","49572","429096"
"FREE STATE","12-17","Female","92101","45613","161705"
"FREE STATE","12-17","Male","78651","34478","162847"
"GAUTENG","12-17","Female","212768","95858","649047"
"GAUTENG","12-17","Male","175232","74402","648920"
"KWAZULU-NATAL","12-17","Female","173195","81685","647510"
"KWAZULU-NATAL","12-17","Male","122020","52154","658202"
"LIMPOPO","12-17","Female","156508","57066","352420"
"LIMPOPO","12-17","Male","134146","42452","372427"
"MPUMALANGA","12-17","Female","81384","31243","257710"
"MPUMALANGA","12-17","Male","67165","21833","259479"
"NORTHERN CAPE","12-17","Female","20360","8592","69852"
"NORTHERN CAPE","12-17","Male","16266","6360","69047"
"NORTH WEST","12-17","Female","82381","30242","221385"
"NORTH WEST","12-17","Male","68820","22458","223092"
"WESTERN CAPE","12-17","Female","71207","29484","320269"
"WESTERN CAPE","12-17","Male","61238","24789","322848"
