"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","380442","839479"
"EASTERN CAPE","18-34","Male","283030","854468"
"EASTERN CAPE","35-49","Female","364715","586430"
"EASTERN CAPE","35-49","Male","246234","522727"
"EASTERN CAPE","50-59","Female","233884","320585"
"EASTERN CAPE","50-59","Male","146437","196960"
"EASTERN CAPE","60+","Female","354739","517296"
"EASTERN CAPE","60+","Male","213126","261598"
"EASTERN CAPE","Unidentified","Female","312",""
"EASTERN CAPE","Unidentified","Male","94",""
"FREE STATE","18-34","Female","225469","410210"
"FREE STATE","18-34","Male","171384","419145"
"FREE STATE","35-49","Female","190653","283918"
"FREE STATE","35-49","Male","156667","266941"
"FREE STATE","50-59","Female","103746","140470"
"FREE STATE","50-59","Male","80416","105617"
"FREE STATE","60+","Female","133007","178195"
"FREE STATE","60+","Male","83360","110025"
"FREE STATE","Unidentified","Female","93",""
"FREE STATE","Unidentified","Male","61",""
"GAUTENG","18-34","Female","970694","2584852"
"GAUTENG","18-34","Male","823909","2611302"
"GAUTENG","35-49","Female","979444","1659380"
"GAUTENG","35-49","Male","913623","1782603"
"GAUTENG","50-59","Female","432686","675158"
"GAUTENG","50-59","Male","411362","655342"
"GAUTENG","60+","Female","479084","745260"
"GAUTENG","60+","Male","365429","597429"
"GAUTENG","Unidentified","Female","309",""
"GAUTENG","Unidentified","Male","196",""
"KWAZULU-NATAL","18-34","Female","608167","1707989"
"KWAZULU-NATAL","18-34","Male","419042","1725158"
"KWAZULU-NATAL","35-49","Female","558923","1071255"
"KWAZULU-NATAL","35-49","Male","400922","951364"
"KWAZULU-NATAL","50-59","Female","296101","492136"
"KWAZULU-NATAL","50-59","Male","198231","316845"
"KWAZULU-NATAL","60+","Female","432540","624115"
"KWAZULU-NATAL","60+","Male","245031","330933"
"KWAZULU-NATAL","Unidentified","Female","383",""
"KWAZULU-NATAL","Unidentified","Male","142",""
"LIMPOPO","18-34","Female","418763","818804"
"LIMPOPO","18-34","Male","280982","833104"
"LIMPOPO","35-49","Female","368998","573264"
"LIMPOPO","35-49","Male","242689","493423"
"LIMPOPO","50-59","Female","196875","265501"
"LIMPOPO","50-59","Male","131745","165831"
"LIMPOPO","60+","Female","287731","372555"
"LIMPOPO","60+","Male","165521","173319"
"LIMPOPO","Unidentified","Female","624",""
"LIMPOPO","Unidentified","Male","95",""
"MPUMALANGA","18-34","Female","263567","681710"
"MPUMALANGA","18-34","Male","220415","729028"
"MPUMALANGA","35-49","Female","232383","451254"
"MPUMALANGA","35-49","Male","202535","457785"
"MPUMALANGA","50-59","Female","114520","197794"
"MPUMALANGA","50-59","Male","92682","151183"
"MPUMALANGA","60+","Female","138713","224305"
"MPUMALANGA","60+","Male","99753","146461"
"MPUMALANGA","Unidentified","Female","159",""
"MPUMALANGA","Unidentified","Male","63",""
"NORTHERN CAPE","18-34","Female","75680","174695"
"NORTHERN CAPE","18-34","Male","71801","182300"
"NORTHERN CAPE","35-49","Female","67674","118328"
"NORTHERN CAPE","35-49","Male","71263","131923"
"NORTHERN CAPE","50-59","Female","36444","57823"
"NORTHERN CAPE","50-59","Male","33691","49198"
"NORTHERN CAPE","60+","Female","43956","80820"
"NORTHERN CAPE","60+","Male","32625","52458"
"NORTHERN CAPE","Unidentified","Female","23",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","238973","547199"
"NORTH WEST","18-34","Male","197191","611287"
"NORTH WEST","35-49","Female","212363","386831"
"NORTH WEST","35-49","Male","212418","437698"
"NORTH WEST","50-59","Female","107738","173790"
"NORTH WEST","50-59","Male","106753","168889"
"NORTH WEST","60+","Female","139151","213393"
"NORTH WEST","60+","Male","104586","154160"
"NORTH WEST","Unidentified","Female","129",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","518990","1010156"
"WESTERN CAPE","18-34","Male","449458","1047625"
"WESTERN CAPE","35-49","Female","470944","744325"
"WESTERN CAPE","35-49","Male","413413","767488"
"WESTERN CAPE","50-59","Female","241350","368383"
"WESTERN CAPE","50-59","Male","208394","315766"
"WESTERN CAPE","60+","Female","311369","422288"
"WESTERN CAPE","60+","Male","230959","300872"
"WESTERN CAPE","Unidentified","Female","131",""
"WESTERN CAPE","Unidentified","Male","77",""
