"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14384","5227","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12228","4321","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19084","10519","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15005","7380","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8523","3090","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7537","2418","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11194","6467","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9446","4819","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13674","5368","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11214","3927","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17849","6748","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15088","4825","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26435","15793","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23391","12653","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4270","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3493","816","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51569","21857","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42237","16796","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15349","6906","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12275","5228","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19620","10299","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16095","7800","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6740","2899","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4400","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26252","12483","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22772","10576","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13330","7901","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10493","5756","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8870","4469","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5403","2489","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12694","5175","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8333","3172","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13257","5696","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8695","3192","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14177","5777","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10234","3816","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20473","10316","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12993","5429","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14912","6341","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9188","3455","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15535","7003","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10486","4110","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24180","12862","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17380","8126","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36626","15323","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31495","11546","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37215","12937","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30633","9327","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26432","10052","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25912","8454","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38285","12768","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31009","8802","91753"
