"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","157140","61420","416942"
"EASTERN CAPE","12-17","Male","129469","44218","429096"
"FREE STATE","12-17","Female","92673","45237","161705"
"FREE STATE","12-17","Male","78960","34120","162847"
"GAUTENG","12-17","Female","215275","96088","649047"
"GAUTENG","12-17","Male","177056","74421","648920"
"KWAZULU-NATAL","12-17","Female","174235","79556","647510"
"KWAZULU-NATAL","12-17","Male","122658","50678","658202"
"LIMPOPO","12-17","Female","155158","54706","352420"
"LIMPOPO","12-17","Male","133192","40573","372427"
"MPUMALANGA","12-17","Female","80723","28780","257710"
"MPUMALANGA","12-17","Male","66781","20195","259479"
"NORTHERN CAPE","12-17","Female","20114","8079","69852"
"NORTHERN CAPE","12-17","Male","16064","5963","69047"
"NORTH WEST","12-17","Female","83519","30373","221385"
"NORTH WEST","12-17","Male","69667","22387","223092"
"WESTERN CAPE","12-17","Female","70801","28827","320269"
"WESTERN CAPE","12-17","Male","60745","24239","322848"
