"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","393842","839479"
"EASTERN CAPE","18-34","Male","297086","854468"
"EASTERN CAPE","35-49","Female","369705","586430"
"EASTERN CAPE","35-49","Male","251553","522727"
"EASTERN CAPE","50-59","Female","236608","320585"
"EASTERN CAPE","50-59","Male","149107","196960"
"EASTERN CAPE","60+","Female","366001","517296"
"EASTERN CAPE","60+","Male","219749","261598"
"EASTERN CAPE","Unidentified","Female","298",""
"EASTERN CAPE","Unidentified","Male","73",""
"FREE STATE","18-34","Female","231331","410210"
"FREE STATE","18-34","Male","176016","419145"
"FREE STATE","35-49","Female","194153","283918"
"FREE STATE","35-49","Male","160123","266941"
"FREE STATE","50-59","Female","105364","140470"
"FREE STATE","50-59","Male","81973","105617"
"FREE STATE","60+","Female","137625","178195"
"FREE STATE","60+","Male","86736","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","987942","2584852"
"GAUTENG","18-34","Male","843881","2611302"
"GAUTENG","35-49","Female","1000806","1659380"
"GAUTENG","35-49","Male","935942","1782603"
"GAUTENG","50-59","Female","443187","675158"
"GAUTENG","50-59","Male","423740","655342"
"GAUTENG","60+","Female","496163","745260"
"GAUTENG","60+","Male","380205","597429"
"GAUTENG","Unidentified","Female","285",""
"GAUTENG","Unidentified","Male","167",""
"KWAZULU-NATAL","18-34","Female","637097","1707989"
"KWAZULU-NATAL","18-34","Male","437212","1725158"
"KWAZULU-NATAL","35-49","Female","574129","1071255"
"KWAZULU-NATAL","35-49","Male","413081","951364"
"KWAZULU-NATAL","50-59","Female","301290","492136"
"KWAZULU-NATAL","50-59","Male","202865","316845"
"KWAZULU-NATAL","60+","Female","445657","624115"
"KWAZULU-NATAL","60+","Male","253235","330933"
"KWAZULU-NATAL","Unidentified","Female","355",""
"KWAZULU-NATAL","Unidentified","Male","137",""
"LIMPOPO","18-34","Female","429889","818804"
"LIMPOPO","18-34","Male","292451","833104"
"LIMPOPO","35-49","Female","376594","573264"
"LIMPOPO","35-49","Male","249127","493423"
"LIMPOPO","50-59","Female","199639","265501"
"LIMPOPO","50-59","Male","133790","165831"
"LIMPOPO","60+","Female","295539","372555"
"LIMPOPO","60+","Male","170738","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274540","681710"
"MPUMALANGA","18-34","Male","234040","729028"
"MPUMALANGA","35-49","Female","240415","451254"
"MPUMALANGA","35-49","Male","212421","457785"
"MPUMALANGA","50-59","Female","117846","197794"
"MPUMALANGA","50-59","Male","95609","151183"
"MPUMALANGA","60+","Female","143748","224305"
"MPUMALANGA","60+","Male","103836","146461"
"MPUMALANGA","Unidentified","Female","158",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78249","174695"
"NORTHERN CAPE","18-34","Male","73955","182300"
"NORTHERN CAPE","35-49","Female","69414","118328"
"NORTHERN CAPE","35-49","Male","73366","131923"
"NORTHERN CAPE","50-59","Female","37283","57823"
"NORTHERN CAPE","50-59","Male","34704","49198"
"NORTHERN CAPE","60+","Female","45918","80820"
"NORTHERN CAPE","60+","Male","34204","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243083","547199"
"NORTH WEST","18-34","Male","200908","611287"
"NORTH WEST","35-49","Female","216274","386831"
"NORTH WEST","35-49","Male","216301","437698"
"NORTH WEST","50-59","Female","109634","173790"
"NORTH WEST","50-59","Male","109004","168889"
"NORTH WEST","60+","Female","143939","213393"
"NORTH WEST","60+","Male","108814","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522403","1010156"
"WESTERN CAPE","18-34","Male","454175","1047625"
"WESTERN CAPE","35-49","Female","477385","744325"
"WESTERN CAPE","35-49","Male","420306","767488"
"WESTERN CAPE","50-59","Female","244982","368383"
"WESTERN CAPE","50-59","Male","212325","315766"
"WESTERN CAPE","60+","Female","320988","422288"
"WESTERN CAPE","60+","Male","238761","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
