"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","160844","66838","416942"
"EASTERN CAPE","12-17","Male","133337","49185","429096"
"FREE STATE","12-17","Female","92273","45626","161705"
"FREE STATE","12-17","Male","78777","34468","162847"
"GAUTENG","12-17","Female","213266","96025","649047"
"GAUTENG","12-17","Male","175549","74489","648920"
"KWAZULU-NATAL","12-17","Female","173622","81753","647510"
"KWAZULU-NATAL","12-17","Male","122244","52124","658202"
"LIMPOPO","12-17","Female","156597","56894","352420"
"LIMPOPO","12-17","Male","134259","42316","372427"
"MPUMALANGA","12-17","Female","81365","30839","257710"
"MPUMALANGA","12-17","Male","67138","21555","259479"
"NORTHERN CAPE","12-17","Female","20338","8460","69852"
"NORTHERN CAPE","12-17","Male","16256","6259","69047"
"NORTH WEST","12-17","Female","82584","30305","221385"
"NORTH WEST","12-17","Male","68955","22482","223092"
"WESTERN CAPE","12-17","Female","71361","29435","320269"
"WESTERN CAPE","12-17","Male","61330","24762","322848"
