"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","386063","839479"
"EASTERN CAPE","18-34","Male","289370","854468"
"EASTERN CAPE","35-49","Female","367156","586430"
"EASTERN CAPE","35-49","Male","248664","522727"
"EASTERN CAPE","50-59","Female","234911","320585"
"EASTERN CAPE","50-59","Male","147616","196960"
"EASTERN CAPE","60+","Female","358922","517296"
"EASTERN CAPE","60+","Male","215663","261598"
"EASTERN CAPE","Unidentified","Female","307",""
"EASTERN CAPE","Unidentified","Male","90",""
"FREE STATE","18-34","Female","228351","410210"
"FREE STATE","18-34","Male","173860","419145"
"FREE STATE","35-49","Female","192392","283918"
"FREE STATE","35-49","Male","158343","266941"
"FREE STATE","50-59","Female","104332","140470"
"FREE STATE","50-59","Male","81122","105617"
"FREE STATE","60+","Female","134584","178195"
"FREE STATE","60+","Male","84507","110025"
"FREE STATE","Unidentified","Female","88",""
"FREE STATE","Unidentified","Male","56",""
"GAUTENG","18-34","Female","981740","2584852"
"GAUTENG","18-34","Male","836661","2611302"
"GAUTENG","35-49","Female","988377","1659380"
"GAUTENG","35-49","Male","923949","1782603"
"GAUTENG","50-59","Female","436325","675158"
"GAUTENG","50-59","Male","416123","655342"
"GAUTENG","60+","Female","484569","745260"
"GAUTENG","60+","Male","370180","597429"
"GAUTENG","Unidentified","Female","302",""
"GAUTENG","Unidentified","Male","184",""
"KWAZULU-NATAL","18-34","Female","624064","1707989"
"KWAZULU-NATAL","18-34","Male","429019","1725158"
"KWAZULU-NATAL","35-49","Female","566155","1071255"
"KWAZULU-NATAL","35-49","Male","407014","951364"
"KWAZULU-NATAL","50-59","Female","298451","492136"
"KWAZULU-NATAL","50-59","Male","200362","316845"
"KWAZULU-NATAL","60+","Female","437024","624115"
"KWAZULU-NATAL","60+","Male","247825","330933"
"KWAZULU-NATAL","Unidentified","Female","374",""
"KWAZULU-NATAL","Unidentified","Male","140",""
"LIMPOPO","18-34","Female","423771","818804"
"LIMPOPO","18-34","Male","285942","833104"
"LIMPOPO","35-49","Female","371490","573264"
"LIMPOPO","35-49","Male","245266","493423"
"LIMPOPO","50-59","Female","197764","265501"
"LIMPOPO","50-59","Male","132592","165831"
"LIMPOPO","60+","Female","290704","372555"
"LIMPOPO","60+","Male","167430","173319"
"LIMPOPO","Unidentified","Female","613",""
"LIMPOPO","Unidentified","Male","90",""
"MPUMALANGA","18-34","Female","269338","681710"
"MPUMALANGA","18-34","Male","227812","729028"
"MPUMALANGA","35-49","Female","236138","451254"
"MPUMALANGA","35-49","Male","207245","457785"
"MPUMALANGA","50-59","Female","115967","197794"
"MPUMALANGA","50-59","Male","94126","151183"
"MPUMALANGA","60+","Female","140594","224305"
"MPUMALANGA","60+","Male","101311","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","59",""
"NORTHERN CAPE","18-34","Female","77198","174695"
"NORTHERN CAPE","18-34","Male","73186","182300"
"NORTHERN CAPE","35-49","Female","68603","118328"
"NORTHERN CAPE","35-49","Male","72267","131923"
"NORTHERN CAPE","50-59","Female","36859","57823"
"NORTHERN CAPE","50-59","Male","34164","49198"
"NORTHERN CAPE","60+","Female","44735","80820"
"NORTHERN CAPE","60+","Male","33221","52458"
"NORTHERN CAPE","Unidentified","Female","20",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241651","547199"
"NORTH WEST","18-34","Male","199455","611287"
"NORTH WEST","35-49","Female","214282","386831"
"NORTH WEST","35-49","Male","214192","437698"
"NORTH WEST","50-59","Female","108517","173790"
"NORTH WEST","50-59","Male","107693","168889"
"NORTH WEST","60+","Female","140783","213393"
"NORTH WEST","60+","Male","106077","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","521724","1010156"
"WESTERN CAPE","18-34","Male","452931","1047625"
"WESTERN CAPE","35-49","Female","473615","744325"
"WESTERN CAPE","35-49","Male","416264","767488"
"WESTERN CAPE","50-59","Female","242649","368383"
"WESTERN CAPE","50-59","Male","209956","315766"
"WESTERN CAPE","60+","Female","314360","422288"
"WESTERN CAPE","60+","Male","233360","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","74",""
