"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14022","4541","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11836","3785","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18973","10183","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14715","7015","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8574","3073","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7596","2368","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11298","6444","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9526","4773","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13833","5298","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11303","3866","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18073","6784","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15244","4825","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26648","15626","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23598","12485","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4311","1200","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3533","793","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52286","22103","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42670","16837","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15580","6994","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12419","5282","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19832","10324","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16246","7822","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6863","2926","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4443","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26545","12627","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22968","10665","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13499","7948","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10618","5757","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","9013","4507","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5470","2495","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12890","5249","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8419","3204","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13387","5693","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8748","3170","52856"
