"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14666","5627","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12556","4596","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19271","10677","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15331","7594","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8453","3072","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7460","2402","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11122","6429","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9387","4801","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13573","5345","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11182","3914","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17699","6697","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14974","4808","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26250","15729","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23259","12627","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4228","1191","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3462","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51180","21730","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41945","16720","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15206","6845","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12182","5188","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19505","10270","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15997","7781","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6687","2879","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4366","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26010","12382","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22605","10527","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13238","7885","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10436","5734","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8787","4434","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5354","2477","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12589","5143","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8275","3150","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13152","5664","51740"
