"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14575","5608","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12497","4591","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19142","10631","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15281","7598","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8394","3057","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7393","2392","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11055","6397","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9335","4792","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13483","5328","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11126","3896","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17558","6655","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14867","4780","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26020","15730","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23086","12653","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4187","1181","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3435","808","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50844","21628","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41755","16657","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15103","6788","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12091","5157","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19357","10205","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15897","7753","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6643","2865","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4347","1797","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25838","12317","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22417","10457","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13153","7840","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10377","5712","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8720","4398","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5316","2456","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12466","5104","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8224","3131","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13033","5611","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8578","3154","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","13993","5782","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10160","3829","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20159","10216","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12786","5385","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14666","6288","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9060","3440","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15215","6872","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10322","4055","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23734","12637","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17112","8036","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37448","15641","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32042","11869","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37094","13049","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30597","9476","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26238","10010","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25722","8434","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37802","12631","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30628","8711","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17665","6988","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14832","5192","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47736","20102","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36764","13331","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16826","6529","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17348","5462","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7546","3708","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6275","2807","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1687","657","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1363","499","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3549","1581","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2726","1131","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32008","13562","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26610","10061","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21126","7429","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17655","5442","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9213","4164","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8125","3467","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","800","373","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","627","283","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6213","2545","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5278","1961","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2984","995","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2346","774","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4128","1891","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3590","1434","22568"
