"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","388632","839479"
"EASTERN CAPE","18-34","Male","291900","854468"
"EASTERN CAPE","35-49","Female","368227","586430"
"EASTERN CAPE","35-49","Male","249632","522727"
"EASTERN CAPE","50-59","Female","235424","320585"
"EASTERN CAPE","50-59","Male","148136","196960"
"EASTERN CAPE","60+","Female","361007","517296"
"EASTERN CAPE","60+","Male","216891","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","87",""
"FREE STATE","18-34","Female","229618","410210"
"FREE STATE","18-34","Male","174720","419145"
"FREE STATE","35-49","Female","193034","283918"
"FREE STATE","35-49","Male","159053","266941"
"FREE STATE","50-59","Female","104685","140470"
"FREE STATE","50-59","Male","81424","105617"
"FREE STATE","60+","Female","135556","178195"
"FREE STATE","60+","Male","85199","110025"
"FREE STATE","Unidentified","Female","88",""
"FREE STATE","Unidentified","Male","54",""
"GAUTENG","18-34","Female","984594","2584852"
"GAUTENG","18-34","Male","840158","2611302"
"GAUTENG","35-49","Female","992501","1659380"
"GAUTENG","35-49","Male","928129","1782603"
"GAUTENG","50-59","Female","438435","675158"
"GAUTENG","50-59","Male","418565","655342"
"GAUTENG","60+","Female","488110","745260"
"GAUTENG","60+","Male","373218","597429"
"GAUTENG","Unidentified","Female","303",""
"GAUTENG","Unidentified","Male","177",""
"KWAZULU-NATAL","18-34","Female","631074","1707989"
"KWAZULU-NATAL","18-34","Male","433370","1725158"
"KWAZULU-NATAL","35-49","Female","569242","1071255"
"KWAZULU-NATAL","35-49","Male","409494","951364"
"KWAZULU-NATAL","50-59","Female","299460","492136"
"KWAZULU-NATAL","50-59","Male","201181","316845"
"KWAZULU-NATAL","60+","Female","439717","624115"
"KWAZULU-NATAL","60+","Male","249536","330933"
"KWAZULU-NATAL","Unidentified","Female","369",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","425542","818804"
"LIMPOPO","18-34","Male","288202","833104"
"LIMPOPO","35-49","Female","372954","573264"
"LIMPOPO","35-49","Male","246403","493423"
"LIMPOPO","50-59","Female","198111","265501"
"LIMPOPO","50-59","Male","132900","165831"
"LIMPOPO","60+","Female","292161","372555"
"LIMPOPO","60+","Male","168405","173319"
"LIMPOPO","Unidentified","Female","611",""
"LIMPOPO","Unidentified","Male","89",""
"MPUMALANGA","18-34","Female","271877","681710"
"MPUMALANGA","18-34","Male","231215","729028"
"MPUMALANGA","35-49","Female","237850","451254"
"MPUMALANGA","35-49","Male","209482","457785"
"MPUMALANGA","50-59","Female","116697","197794"
"MPUMALANGA","50-59","Male","94702","151183"
"MPUMALANGA","60+","Female","141610","224305"
"MPUMALANGA","60+","Male","102164","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","57",""
"NORTHERN CAPE","18-34","Female","77744","174695"
"NORTHERN CAPE","18-34","Male","73631","182300"
"NORTHERN CAPE","35-49","Female","68983","118328"
"NORTHERN CAPE","35-49","Male","72688","131923"
"NORTHERN CAPE","50-59","Female","37069","57823"
"NORTHERN CAPE","50-59","Male","34410","49198"
"NORTHERN CAPE","60+","Female","45085","80820"
"NORTHERN CAPE","60+","Male","33533","52458"
"NORTHERN CAPE","Unidentified","Female","18",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","242142","547199"
"NORTH WEST","18-34","Male","200020","611287"
"NORTH WEST","35-49","Female","214887","386831"
"NORTH WEST","35-49","Male","214932","437698"
"NORTH WEST","50-59","Female","108921","173790"
"NORTH WEST","50-59","Male","108110","168889"
"NORTH WEST","60+","Female","141735","213393"
"NORTH WEST","60+","Male","106940","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","112",""
"WESTERN CAPE","18-34","Female","522338","1010156"
"WESTERN CAPE","18-34","Male","453819","1047625"
"WESTERN CAPE","35-49","Female","474927","744325"
"WESTERN CAPE","35-49","Male","417634","767488"
"WESTERN CAPE","50-59","Female","243305","368383"
"WESTERN CAPE","50-59","Male","210753","315766"
"WESTERN CAPE","60+","Female","316317","422288"
"WESTERN CAPE","60+","Male","234939","300872"
"WESTERN CAPE","Unidentified","Female","117",""
"WESTERN CAPE","Unidentified","Male","73",""
