"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","157477","61751","416942"
"EASTERN CAPE","12-17","Male","129849","44600","429096"
"FREE STATE","12-17","Female","92673","45304","161705"
"FREE STATE","12-17","Male","78978","34177","162847"
"GAUTENG","12-17","Female","215219","96092","649047"
"GAUTENG","12-17","Male","176999","74416","648920"
"KWAZULU-NATAL","12-17","Female","174314","79747","647510"
"KWAZULU-NATAL","12-17","Male","122713","50795","658202"
"LIMPOPO","12-17","Female","155469","54839","352420"
"LIMPOPO","12-17","Male","133389","40693","372427"
"MPUMALANGA","12-17","Female","80825","28892","257710"
"MPUMALANGA","12-17","Male","66840","20257","259479"
"NORTHERN CAPE","12-17","Female","20144","8090","69852"
"NORTHERN CAPE","12-17","Male","16098","5966","69047"
"NORTH WEST","12-17","Female","83525","30369","221385"
"NORTH WEST","12-17","Male","69669","22389","223092"
"WESTERN CAPE","12-17","Female","70840","28828","320269"
"WESTERN CAPE","12-17","Male","60828","24248","322848"
