"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","389190","839479"
"EASTERN CAPE","18-34","Male","292430","854468"
"EASTERN CAPE","35-49","Female","368397","586430"
"EASTERN CAPE","35-49","Male","249890","522727"
"EASTERN CAPE","50-59","Female","235508","320585"
"EASTERN CAPE","50-59","Male","148225","196960"
"EASTERN CAPE","60+","Female","361382","517296"
"EASTERN CAPE","60+","Male","217100","261598"
"EASTERN CAPE","Unidentified","Female","307",""
"EASTERN CAPE","Unidentified","Male","85",""
"FREE STATE","18-34","Female","229754","410210"
"FREE STATE","18-34","Male","174847","419145"
"FREE STATE","35-49","Female","193120","283918"
"FREE STATE","35-49","Male","159172","266941"
"FREE STATE","50-59","Female","104763","140470"
"FREE STATE","50-59","Male","81485","105617"
"FREE STATE","60+","Female","135727","178195"
"FREE STATE","60+","Male","85314","110025"
"FREE STATE","Unidentified","Female","87",""
"FREE STATE","Unidentified","Male","53",""
"GAUTENG","18-34","Female","985022","2584852"
"GAUTENG","18-34","Male","840666","2611302"
"GAUTENG","35-49","Female","993251","1659380"
"GAUTENG","35-49","Male","928782","1782603"
"GAUTENG","50-59","Female","438783","675158"
"GAUTENG","50-59","Male","419002","655342"
"GAUTENG","60+","Female","488768","745260"
"GAUTENG","60+","Male","373778","597429"
"GAUTENG","Unidentified","Female","301",""
"GAUTENG","Unidentified","Male","177",""
"KWAZULU-NATAL","18-34","Female","631948","1707989"
"KWAZULU-NATAL","18-34","Male","434061","1725158"
"KWAZULU-NATAL","35-49","Female","569742","1071255"
"KWAZULU-NATAL","35-49","Male","409827","951364"
"KWAZULU-NATAL","50-59","Female","299598","492136"
"KWAZULU-NATAL","50-59","Male","201317","316845"
"KWAZULU-NATAL","60+","Female","440210","624115"
"KWAZULU-NATAL","60+","Male","249841","330933"
"KWAZULU-NATAL","Unidentified","Female","369",""
"KWAZULU-NATAL","Unidentified","Male","140",""
"LIMPOPO","18-34","Female","425927","818804"
"LIMPOPO","18-34","Male","288632","833104"
"LIMPOPO","35-49","Female","373314","573264"
"LIMPOPO","35-49","Male","246581","493423"
"LIMPOPO","50-59","Female","198207","265501"
"LIMPOPO","50-59","Male","132960","165831"
"LIMPOPO","60+","Female","292382","372555"
"LIMPOPO","60+","Male","168604","173319"
"LIMPOPO","Unidentified","Female","611",""
"LIMPOPO","Unidentified","Male","89",""
"MPUMALANGA","18-34","Female","272186","681710"
"MPUMALANGA","18-34","Male","231481","729028"
"MPUMALANGA","35-49","Female","238109","451254"
"MPUMALANGA","35-49","Male","209776","457785"
"MPUMALANGA","50-59","Female","116778","197794"
"MPUMALANGA","50-59","Male","94769","151183"
"MPUMALANGA","60+","Female","141789","224305"
"MPUMALANGA","60+","Male","102276","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","57",""
"NORTHERN CAPE","18-34","Female","77829","174695"
"NORTHERN CAPE","18-34","Male","73654","182300"
"NORTHERN CAPE","35-49","Female","69022","118328"
"NORTHERN CAPE","35-49","Male","72748","131923"
"NORTHERN CAPE","50-59","Female","37087","57823"
"NORTHERN CAPE","50-59","Male","34436","49198"
"NORTHERN CAPE","60+","Female","45154","80820"
"NORTHERN CAPE","60+","Male","33590","52458"
"NORTHERN CAPE","Unidentified","Female","18",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","242194","547199"
"NORTH WEST","18-34","Male","200074","611287"
"NORTH WEST","35-49","Female","215001","386831"
"NORTH WEST","35-49","Male","215043","437698"
"NORTH WEST","50-59","Female","108984","173790"
"NORTH WEST","50-59","Male","108172","168889"
"NORTH WEST","60+","Female","141910","213393"
"NORTH WEST","60+","Male","107089","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","112",""
"WESTERN CAPE","18-34","Female","522462","1010156"
"WESTERN CAPE","18-34","Male","453976","1047625"
"WESTERN CAPE","35-49","Female","475118","744325"
"WESTERN CAPE","35-49","Male","417938","767488"
"WESTERN CAPE","50-59","Female","243421","368383"
"WESTERN CAPE","50-59","Male","210848","315766"
"WESTERN CAPE","60+","Female","316724","422288"
"WESTERN CAPE","60+","Male","235252","300872"
"WESTERN CAPE","Unidentified","Female","117",""
"WESTERN CAPE","Unidentified","Male","73",""
