"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","373612","839479"
"EASTERN CAPE","18-34","Male","277629","854468"
"EASTERN CAPE","35-49","Female","362233","586430"
"EASTERN CAPE","35-49","Male","243996","522727"
"EASTERN CAPE","50-59","Female","233023","320585"
"EASTERN CAPE","50-59","Male","145724","196960"
"EASTERN CAPE","60+","Female","352736","517296"
"EASTERN CAPE","60+","Male","211736","261598"
"EASTERN CAPE","Unidentified","Female","319",""
"EASTERN CAPE","Unidentified","Male","98",""
"FREE STATE","18-34","Female","222235","410210"
"FREE STATE","18-34","Male","168443","419145"
"FREE STATE","35-49","Female","189147","283918"
"FREE STATE","35-49","Male","155188","266941"
"FREE STATE","50-59","Female","103285","140470"
"FREE STATE","50-59","Male","79900","105617"
"FREE STATE","60+","Female","132072","178195"
"FREE STATE","60+","Male","82742","110025"
"FREE STATE","Unidentified","Female","95",""
"FREE STATE","Unidentified","Male","64",""
"GAUTENG","18-34","Female","957806","2584852"
"GAUTENG","18-34","Male","810488","2611302"
"GAUTENG","35-49","Female","970858","1659380"
"GAUTENG","35-49","Male","904347","1782603"
"GAUTENG","50-59","Female","429816","675158"
"GAUTENG","50-59","Male","407969","655342"
"GAUTENG","60+","Female","475782","745260"
"GAUTENG","60+","Male","362472","597429"
"GAUTENG","Unidentified","Female","313",""
"GAUTENG","Unidentified","Male","202",""
"KWAZULU-NATAL","18-34","Female","591508","1707989"
"KWAZULU-NATAL","18-34","Male","408863","1725158"
"KWAZULU-NATAL","35-49","Female","552269","1071255"
"KWAZULU-NATAL","35-49","Male","395647","951364"
"KWAZULU-NATAL","50-59","Female","294117","492136"
"KWAZULU-NATAL","50-59","Male","196646","316845"
"KWAZULU-NATAL","60+","Female","429871","624115"
"KWAZULU-NATAL","60+","Male","243294","330933"
"KWAZULU-NATAL","Unidentified","Female","387",""
"KWAZULU-NATAL","Unidentified","Male","143",""
"LIMPOPO","18-34","Female","412462","818804"
"LIMPOPO","18-34","Male","275562","833104"
"LIMPOPO","35-49","Female","366124","573264"
"LIMPOPO","35-49","Male","240224","493423"
"LIMPOPO","50-59","Female","196075","265501"
"LIMPOPO","50-59","Male","131113","165831"
"LIMPOPO","60+","Female","285954","372555"
"LIMPOPO","60+","Male","164323","173319"
"LIMPOPO","Unidentified","Female","633",""
"LIMPOPO","Unidentified","Male","99",""
"MPUMALANGA","18-34","Female","258641","681710"
"MPUMALANGA","18-34","Male","214781","729028"
"MPUMALANGA","35-49","Female","229512","451254"
"MPUMALANGA","35-49","Male","198621","457785"
"MPUMALANGA","50-59","Female","113674","197794"
"MPUMALANGA","50-59","Male","91687","151183"
"MPUMALANGA","60+","Female","137586","224305"
"MPUMALANGA","60+","Male","98835","146461"
"MPUMALANGA","Unidentified","Female","162",""
"MPUMALANGA","Unidentified","Male","66",""
"NORTHERN CAPE","18-34","Female","74575","174695"
"NORTHERN CAPE","18-34","Male","70729","182300"
"NORTHERN CAPE","35-49","Female","67096","118328"
"NORTHERN CAPE","35-49","Male","70596","131923"
"NORTHERN CAPE","50-59","Female","36184","57823"
"NORTHERN CAPE","50-59","Male","33442","49198"
"NORTHERN CAPE","60+","Female","43593","80820"
"NORTHERN CAPE","60+","Male","32325","52458"
"NORTHERN CAPE","Unidentified","Female","24",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","236129","547199"
"NORTH WEST","18-34","Male","194121","611287"
"NORTH WEST","35-49","Female","210579","386831"
"NORTH WEST","35-49","Male","210495","437698"
"NORTH WEST","50-59","Female","107221","173790"
"NORTH WEST","50-59","Male","106002","168889"
"NORTH WEST","60+","Female","138137","213393"
"NORTH WEST","60+","Male","103663","154160"
"NORTH WEST","Unidentified","Female","131",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","514807","1010156"
"WESTERN CAPE","18-34","Male","444552","1047625"
"WESTERN CAPE","35-49","Female","468572","744325"
"WESTERN CAPE","35-49","Male","410721","767488"
"WESTERN CAPE","50-59","Female","240349","368383"
"WESTERN CAPE","50-59","Male","207365","315766"
"WESTERN CAPE","60+","Female","309848","422288"
"WESTERN CAPE","60+","Male","229644","300872"
"WESTERN CAPE","Unidentified","Female","131",""
"WESTERN CAPE","Unidentified","Male","79",""
