"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","369507","839479"
"EASTERN CAPE","18-34","Male","274506","854468"
"EASTERN CAPE","35-49","Female","360781","586430"
"EASTERN CAPE","35-49","Male","242717","522727"
"EASTERN CAPE","50-59","Female","232478","320585"
"EASTERN CAPE","50-59","Male","145253","196960"
"EASTERN CAPE","60+","Female","351478","517296"
"EASTERN CAPE","60+","Male","210879","261598"
"EASTERN CAPE","Unidentified","Female","323",""
"EASTERN CAPE","Unidentified","Male","100",""
"FREE STATE","18-34","Female","220123","410210"
"FREE STATE","18-34","Male","166561","419145"
"FREE STATE","35-49","Female","188248","283918"
"FREE STATE","35-49","Male","154276","266941"
"FREE STATE","50-59","Female","102948","140470"
"FREE STATE","50-59","Male","79537","105617"
"FREE STATE","60+","Female","131458","178195"
"FREE STATE","60+","Male","82286","110025"
"FREE STATE","Unidentified","Female","97",""
"FREE STATE","Unidentified","Male","67",""
"GAUTENG","18-34","Female","950225","2584852"
"GAUTENG","18-34","Male","802553","2611302"
"GAUTENG","35-49","Female","965597","1659380"
"GAUTENG","35-49","Male","898697","1782603"
"GAUTENG","50-59","Female","427759","675158"
"GAUTENG","50-59","Male","405544","655342"
"GAUTENG","60+","Female","473516","745260"
"GAUTENG","60+","Male","360457","597429"
"GAUTENG","Unidentified","Female","315",""
"GAUTENG","Unidentified","Male","199",""
"KWAZULU-NATAL","18-34","Female","584107","1707989"
"KWAZULU-NATAL","18-34","Male","403351","1725158"
"KWAZULU-NATAL","35-49","Female","549258","1071255"
"KWAZULU-NATAL","35-49","Male","393069","951364"
"KWAZULU-NATAL","50-59","Female","293070","492136"
"KWAZULU-NATAL","50-59","Male","195650","316845"
"KWAZULU-NATAL","60+","Female","428277","624115"
"KWAZULU-NATAL","60+","Male","242288","330933"
"KWAZULU-NATAL","Unidentified","Female","390",""
"KWAZULU-NATAL","Unidentified","Male","144",""
"LIMPOPO","18-34","Female","408916","818804"
"LIMPOPO","18-34","Male","272873","833104"
"LIMPOPO","35-49","Female","364329","573264"
"LIMPOPO","35-49","Male","238893","493423"
"LIMPOPO","50-59","Female","195240","265501"
"LIMPOPO","50-59","Male","130495","165831"
"LIMPOPO","60+","Female","284642","372555"
"LIMPOPO","60+","Male","163443","173319"
"LIMPOPO","Unidentified","Female","647",""
"LIMPOPO","Unidentified","Male","103",""
"MPUMALANGA","18-34","Female","255756","681710"
"MPUMALANGA","18-34","Male","211800","729028"
"MPUMALANGA","35-49","Female","227688","451254"
"MPUMALANGA","35-49","Male","196689","457785"
"MPUMALANGA","50-59","Female","113024","197794"
"MPUMALANGA","50-59","Male","91061","151183"
"MPUMALANGA","60+","Female","136830","224305"
"MPUMALANGA","60+","Male","98221","146461"
"MPUMALANGA","Unidentified","Female","166",""
"MPUMALANGA","Unidentified","Male","70",""
"NORTHERN CAPE","18-34","Female","73858","174695"
"NORTHERN CAPE","18-34","Male","70127","182300"
"NORTHERN CAPE","35-49","Female","66762","118328"
"NORTHERN CAPE","35-49","Male","70172","131923"
"NORTHERN CAPE","50-59","Female","36057","57823"
"NORTHERN CAPE","50-59","Male","33284","49198"
"NORTHERN CAPE","60+","Female","43362","80820"
"NORTHERN CAPE","60+","Male","32140","52458"
"NORTHERN CAPE","Unidentified","Female","24",""
"NORTHERN CAPE","Unidentified","Male","10",""
"NORTH WEST","18-34","Female","234343","547199"
"NORTH WEST","18-34","Male","192368","611287"
"NORTH WEST","35-49","Female","209519","386831"
"NORTH WEST","35-49","Male","209185","437698"
"NORTH WEST","50-59","Female","106760","173790"
"NORTH WEST","50-59","Male","105409","168889"
"NORTH WEST","60+","Female","137432","213393"
"NORTH WEST","60+","Male","103055","154160"
"NORTH WEST","Unidentified","Female","133",""
"NORTH WEST","Unidentified","Male","119",""
"WESTERN CAPE","18-34","Female","512610","1010156"
"WESTERN CAPE","18-34","Male","441580","1047625"
"WESTERN CAPE","35-49","Female","467312","744325"
"WESTERN CAPE","35-49","Male","409276","767488"
"WESTERN CAPE","50-59","Female","239729","368383"
"WESTERN CAPE","50-59","Male","206690","315766"
"WESTERN CAPE","60+","Female","308797","422288"
"WESTERN CAPE","60+","Male","228792","300872"
"WESTERN CAPE","Unidentified","Female","129",""
"WESTERN CAPE","Unidentified","Male","82",""
