"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","154936","54677","416942"
"EASTERN CAPE","12-17","Male","126607","38493","429096"
"FREE STATE","12-17","Female","93391","43454","161705"
"FREE STATE","12-17","Male","79381","32523","162847"
"GAUTENG","12-17","Female","217181","93780","649047"
"GAUTENG","12-17","Male","178158","72153","648920"
"KWAZULU-NATAL","12-17","Female","171349","70904","647510"
"KWAZULU-NATAL","12-17","Male","120391","45398","658202"
"LIMPOPO","12-17","Female","151088","50388","352420"
"LIMPOPO","12-17","Male","129201","37563","372427"
"MPUMALANGA","12-17","Female","79041","26168","257710"
"MPUMALANGA","12-17","Male","65895","18687","259479"
"NORTHERN CAPE","12-17","Female","19021","6372","69852"
"NORTHERN CAPE","12-17","Male","15185","4742","69047"
"NORTH WEST","12-17","Female","84524","29863","221385"
"NORTH WEST","12-17","Male","70259","21703","223092"
"WESTERN CAPE","12-17","Female","70881","27908","320269"
"WESTERN CAPE","12-17","Male","60569","23356","322848"
