"province","vaccine_manufacturer","vaccination_date","total_number_individuals_vaccinated"
"Free State","Johnson & Johnson","2021-06-17",4
"Free State","Johnson & Johnson","2021-06-18",2
"Free State","Johnson & Johnson","2021-06-19",10
"Free State","Johnson & Johnson","2021-06-20",1
"Free State","Johnson & Johnson","2021-06-21",30
"Free State","Johnson & Johnson","2021-06-22",6
"Free State","Johnson & Johnson","2021-06-23",4323
"Free State","Johnson & Johnson","2021-06-24",3797
"Free State","Johnson & Johnson","2021-06-25",4434
"Free State","Johnson & Johnson","2021-06-26",6
"Free State","Johnson & Johnson","2021-06-28",2419
"Free State","Johnson & Johnson","2021-06-29",1255
"Free State","Johnson & Johnson","2021-06-30",2713
"Free State","Johnson & Johnson","2021-07-01",4894
"Free State","Johnson & Johnson","2021-07-02",3736
"Free State","Johnson & Johnson","2021-07-03",115
"Free State","Johnson & Johnson","2021-07-04",14
"Free State","Johnson & Johnson","2021-07-05",293
"Free State","Johnson & Johnson","2021-07-06",9
"Free State","Johnson & Johnson","2021-07-07",11
"Free State","Johnson & Johnson","2021-07-08",662
"Free State","Johnson & Johnson","2021-07-09",756
"Free State","Johnson & Johnson","2021-07-10",1
"Free State","Johnson & Johnson","2021-07-12",360
"Free State","Johnson & Johnson","2021-07-13",189
"Free State","Johnson & Johnson","2021-07-14",409
"Free State","Johnson & Johnson","2021-07-15",138
"Free State","Johnson & Johnson","2021-07-16",229
"Free State","Johnson & Johnson","2021-07-17",1
"Free State","Johnson & Johnson","2021-07-18",2
"Free State","Johnson & Johnson","2021-07-19",1042
"Free State","Johnson & Johnson","2021-07-20",2223
"Free State","Johnson & Johnson","2021-07-21",3065
"Free State","Johnson & Johnson","2021-07-22",1351
"Free State","Johnson & Johnson","2021-07-23",1768
"Free State","Johnson & Johnson","2021-07-24",5
"Free State","Johnson & Johnson","2021-07-25",240
"Free State","Johnson & Johnson","2021-07-26",2180
"Free State","Johnson & Johnson","2021-07-27",3991
"Free State","Johnson & Johnson","2021-07-28",5626
"Free State","Johnson & Johnson","2021-07-29",4850
"Free State","Johnson & Johnson","2021-07-30",3719
"Free State","Johnson & Johnson","2021-07-31",120
"Free State","Johnson & Johnson","2021-08-01",139
"Free State","Johnson & Johnson","2021-08-02",1583
"Free State","Johnson & Johnson","2021-08-03",1969
"Free State","Johnson & Johnson","2021-08-04",1693
"Free State","Johnson & Johnson","2021-08-05",2826
"Free State","Johnson & Johnson","2021-08-06",3307
"Free State","Johnson & Johnson","2021-08-07",263
"Free State","Johnson & Johnson","2021-08-08",211
"Free State","Johnson & Johnson","2021-08-09",433
"Free State","Johnson & Johnson","2021-08-10",2138
"Free State","Johnson & Johnson","2021-08-11",2114
"Free State","Johnson & Johnson","2021-08-12",2033
"Free State","Johnson & Johnson","2021-08-13",1645
"Free State","Johnson & Johnson","2021-08-14",136
"Free State","Johnson & Johnson","2021-08-16",809
"Free State","Johnson & Johnson","2021-08-17",1245
"Free State","Johnson & Johnson","2021-08-18",1526
"Free State","Johnson & Johnson","2021-08-19",1914
"Free State","Johnson & Johnson","2021-08-20",2511
"Free State","Johnson & Johnson","2021-08-21",301
"Free State","Johnson & Johnson","2021-08-22",4
"Free State","Johnson & Johnson","2021-08-23",2665
"Free State","Johnson & Johnson","2021-08-24",3605
"Free State","Johnson & Johnson","2021-08-25",4150
"Free State","Johnson & Johnson","2021-08-26",3828
"Free State","Johnson & Johnson","2021-08-27",2762
"Free State","Johnson & Johnson","2021-08-28",510
"Free State","Johnson & Johnson","2021-08-29",57
"Free State","Johnson & Johnson","2021-08-30",2687
"Free State","Johnson & Johnson","2021-08-31",3279
"Free State","Johnson & Johnson","2021-09-01",3443
"Free State","Johnson & Johnson","2021-09-02",3192
"Free State","Johnson & Johnson","2021-09-03",3650
"Free State","Johnson & Johnson","2021-09-04",1180
"Free State","Johnson & Johnson","2021-09-06",1912
"Free State","Johnson & Johnson","2021-09-07",2407
"Free State","Johnson & Johnson","2021-09-08",3321
"Free State","Johnson & Johnson","2021-09-09",3600
"Free State","Johnson & Johnson","2021-09-10",3249
"Free State","Johnson & Johnson","2021-09-11",514
"Free State","Johnson & Johnson","2021-09-12",12
"Free State","Johnson & Johnson","2021-09-13",2419
"Free State","Johnson & Johnson","2021-09-14",3578
"Free State","Johnson & Johnson","2021-09-15",2457
"Free State","Johnson & Johnson","2021-09-16",3060
"Free State","Johnson & Johnson","2021-09-17",3595
"Free State","Johnson & Johnson","2021-09-18",896
"Free State","Johnson & Johnson","2021-09-19",166
"Free State","Johnson & Johnson","2021-09-20",3801
"Free State","Johnson & Johnson","2021-09-21",3946
"Free State","Johnson & Johnson","2021-09-22",4863
"Free State","Johnson & Johnson","2021-09-23",4938
"Free State","Johnson & Johnson","2021-09-24",525
"Free State","Johnson & Johnson","2021-09-25",771
"Free State","Johnson & Johnson","2021-09-26",95
"Free State","Johnson & Johnson","2021-09-27",2319
"Free State","Johnson & Johnson","2021-09-28",4223
"Free State","Johnson & Johnson","2021-09-29",4540
"Free State","Johnson & Johnson","2021-09-30",4266
"Free State","Johnson & Johnson","2021-10-01",4576
"Free State","Johnson & Johnson","2021-10-02",4568
"Free State","Johnson & Johnson","2021-10-03",2209
"Free State","Johnson & Johnson","2021-10-04",3233
"Free State","Johnson & Johnson","2021-10-05",4351
"Free State","Johnson & Johnson","2021-10-06",4852
"Free State","Johnson & Johnson","2021-10-07",5392
"Free State","Johnson & Johnson","2021-10-08",4643
"Free State","Johnson & Johnson","2021-10-09",591
"Free State","Johnson & Johnson","2021-10-10",69
"Free State","Johnson & Johnson","2021-10-11",3582
"Free State","Johnson & Johnson","2021-10-12",4906
"Free State","Johnson & Johnson","2021-10-13",5245
"Free State","Johnson & Johnson","2021-10-14",5434
"Free State","Johnson & Johnson","2021-10-15",4086
"Free State","Johnson & Johnson","2021-10-16",616
"Free State","Johnson & Johnson","2021-10-17",3
"Free State","Johnson & Johnson","2021-10-18",2753
"Free State","Johnson & Johnson","2021-10-19",4223
"Free State","Johnson & Johnson","2021-10-20",6167
"Free State","Johnson & Johnson","2021-10-21",6113
"Free State","Johnson & Johnson","2021-10-22",4285
"Free State","Johnson & Johnson","2021-10-23",1397
"Free State","Johnson & Johnson","2021-10-24",361
"Free State","Johnson & Johnson","2021-10-25",4634
"Free State","Johnson & Johnson","2021-10-26",4178
"Free State","Johnson & Johnson","2021-10-27",5144
"Free State","Johnson & Johnson","2021-10-28",3768
"Free State","Johnson & Johnson","2021-10-29",3688
"Free State","Johnson & Johnson","2021-10-30",793
"Free State","Johnson & Johnson","2021-10-31",175
"Free State","Johnson & Johnson","2021-11-01",1231
"Free State","Johnson & Johnson","2021-11-02",3248
"Free State","Johnson & Johnson","2021-11-03",4037
"Free State","Johnson & Johnson","2021-11-04",3476
"Free State","Johnson & Johnson","2021-11-05",2828
"Free State","Johnson & Johnson","2021-11-06",500
"Free State","Johnson & Johnson","2021-11-07",61
"Free State","Johnson & Johnson","2021-11-08",1632
"Free State","Johnson & Johnson","2021-11-09",3169
"Free State","Johnson & Johnson","2021-11-10",3638
"Free State","Johnson & Johnson","2021-11-11",3166
"Free State","Johnson & Johnson","2021-11-12",3366
"Free State","Johnson & Johnson","2021-11-13",2197
"Free State","Johnson & Johnson","2021-11-14",303
"Free State","Johnson & Johnson","2021-11-15",2558
"Free State","Johnson & Johnson","2021-11-16",2852
"Free State","Johnson & Johnson","2021-11-17",3319
"Free State","Johnson & Johnson","2021-11-18",2984
"Free State","Johnson & Johnson","2021-11-19",2542
"Free State","Johnson & Johnson","2021-11-20",161
"Free State","Johnson & Johnson","2021-11-21",15
"Free State","Johnson & Johnson","2021-11-22",2034
"Free State","Johnson & Johnson","2021-11-23",2405
"Free State","Johnson & Johnson","2021-11-24",2818
"Free State","Johnson & Johnson","2021-11-25",2400
"Free State","Johnson & Johnson","2021-11-26",1468
"Free State","Johnson & Johnson","2021-11-27",152
"Free State","Johnson & Johnson","2021-11-29",3259
"Free State","Johnson & Johnson","2021-11-30",3761
"Free State","Johnson & Johnson","2021-12-01",3462
"Free State","Johnson & Johnson","2021-12-02",3000
"Free State","Johnson & Johnson","2021-12-03",2618
"Free State","Johnson & Johnson","2021-12-04",418
"Free State","Johnson & Johnson","2021-12-05",106
"Free State","Johnson & Johnson","2021-12-06",2543
"Free State","Johnson & Johnson","2021-12-07",2703
"Free State","Johnson & Johnson","2021-12-08",2681
"Free State","Johnson & Johnson","2021-12-09",2353
"Free State","Johnson & Johnson","2021-12-10",2019
"Free State","Johnson & Johnson","2021-12-11",34
"Free State","Johnson & Johnson","2021-12-13",1638
"Free State","Johnson & Johnson","2021-12-14",1949
"Free State","Johnson & Johnson","2021-12-15",1066
"Free State","Pfizer","2021-05-17",262
"Free State","Pfizer","2021-05-18",364
"Free State","Pfizer","2021-05-19",519
"Free State","Pfizer","2021-05-20",438
"Free State","Pfizer","2021-05-21",1310
"Free State","Pfizer","2021-05-24",1139
"Free State","Pfizer","2021-05-25",3316
"Free State","Pfizer","2021-05-26",4527
"Free State","Pfizer","2021-05-27",4280
"Free State","Pfizer","2021-05-28",3693
"Free State","Pfizer","2021-05-29",224
"Free State","Pfizer","2021-05-30",198
"Free State","Pfizer","2021-05-31",3713
"Free State","Pfizer","2021-06-01",4945
"Free State","Pfizer","2021-06-02",5278
"Free State","Pfizer","2021-06-03",5014
"Free State","Pfizer","2021-06-04",5620
"Free State","Pfizer","2021-06-05",482
"Free State","Pfizer","2021-06-06",636
"Free State","Pfizer","2021-06-07",4920
"Free State","Pfizer","2021-06-08",5246
"Free State","Pfizer","2021-06-09",4863
"Free State","Pfizer","2021-06-10",4310
"Free State","Pfizer","2021-06-11",4647
"Free State","Pfizer","2021-06-12",368
"Free State","Pfizer","2021-06-13",163
"Free State","Pfizer","2021-06-14",5192
"Free State","Pfizer","2021-06-15",5380
"Free State","Pfizer","2021-06-16",355
"Free State","Pfizer","2021-06-17",5283
"Free State","Pfizer","2021-06-18",3882
"Free State","Pfizer","2021-06-19",302
"Free State","Pfizer","2021-06-20",95
"Free State","Pfizer","2021-06-21",4132
"Free State","Pfizer","2021-06-22",4154
"Free State","Pfizer","2021-06-23",3451
"Free State","Pfizer","2021-06-24",2965
"Free State","Pfizer","2021-06-25",3039
"Free State","Pfizer","2021-06-26",368
"Free State","Pfizer","2021-06-27",24
"Free State","Pfizer","2021-06-28",2087
"Free State","Pfizer","2021-06-29",2747
"Free State","Pfizer","2021-06-30",2956
"Free State","Pfizer","2021-07-01",3161
"Free State","Pfizer","2021-07-02",2830
"Free State","Pfizer","2021-07-03",200
"Free State","Pfizer","2021-07-04",4
"Free State","Pfizer","2021-07-05",4267
"Free State","Pfizer","2021-07-06",4946
"Free State","Pfizer","2021-07-07",5674
"Free State","Pfizer","2021-07-08",4845
"Free State","Pfizer","2021-07-09",5085
"Free State","Pfizer","2021-07-10",647
"Free State","Pfizer","2021-07-11",416
"Free State","Pfizer","2021-07-12",6419
"Free State","Pfizer","2021-07-13",5953
"Free State","Pfizer","2021-07-14",4925
"Free State","Pfizer","2021-07-15",7056
"Free State","Pfizer","2021-07-16",6824
"Free State","Pfizer","2021-07-17",1311
"Free State","Pfizer","2021-07-18",729
"Free State","Pfizer","2021-07-19",7615
"Free State","Pfizer","2021-07-20",7041
"Free State","Pfizer","2021-07-21",8255
"Free State","Pfizer","2021-07-22",8123
"Free State","Pfizer","2021-07-23",6878
"Free State","Pfizer","2021-07-24",1202
"Free State","Pfizer","2021-07-25",328
"Free State","Pfizer","2021-07-26",6038
"Free State","Pfizer","2021-07-27",5727
"Free State","Pfizer","2021-07-28",6120
"Free State","Pfizer","2021-07-29",4799
"Free State","Pfizer","2021-07-30",5245
"Free State","Pfizer","2021-07-31",1041
"Free State","Pfizer","2021-08-01",509
"Free State","Pfizer","2021-08-02",5882
"Free State","Pfizer","2021-08-03",5624
"Free State","Pfizer","2021-08-04",5470
"Free State","Pfizer","2021-08-05",4416
"Free State","Pfizer","2021-08-06",3511
"Free State","Pfizer","2021-08-07",717
"Free State","Pfizer","2021-08-08",348
"Free State","Pfizer","2021-08-09",331
"Free State","Pfizer","2021-08-10",3978
"Free State","Pfizer","2021-08-11",4307
"Free State","Pfizer","2021-08-12",3870
"Free State","Pfizer","2021-08-13",3150
"Free State","Pfizer","2021-08-14",415
"Free State","Pfizer","2021-08-15",87
"Free State","Pfizer","2021-08-16",3230
"Free State","Pfizer","2021-08-17",3496
"Free State","Pfizer","2021-08-18",3316
"Free State","Pfizer","2021-08-19",3282
"Free State","Pfizer","2021-08-20",5002
"Free State","Pfizer","2021-08-21",1154
"Free State","Pfizer","2021-08-22",908
"Free State","Pfizer","2021-08-23",5344
"Free State","Pfizer","2021-08-24",6354
"Free State","Pfizer","2021-08-25",5804
"Free State","Pfizer","2021-08-26",5548
"Free State","Pfizer","2021-08-27",5230
"Free State","Pfizer","2021-08-28",938
"Free State","Pfizer","2021-08-29",662
"Free State","Pfizer","2021-08-30",4452
"Free State","Pfizer","2021-08-31",4671
"Free State","Pfizer","2021-09-01",4391
"Free State","Pfizer","2021-09-02",4276
"Free State","Pfizer","2021-09-03",5030
"Free State","Pfizer","2021-09-04",714
"Free State","Pfizer","2021-09-05",523
"Free State","Pfizer","2021-09-06",4088
"Free State","Pfizer","2021-09-07",4543
"Free State","Pfizer","2021-09-08",4367
"Free State","Pfizer","2021-09-09",4537
"Free State","Pfizer","2021-09-10",5139
"Free State","Pfizer","2021-09-11",844
"Free State","Pfizer","2021-09-12",174
"Free State","Pfizer","2021-09-13",4875
"Free State","Pfizer","2021-09-14",6380
"Free State","Pfizer","2021-09-15",7836
"Free State","Pfizer","2021-09-16",7091
"Free State","Pfizer","2021-09-17",6359
"Free State","Pfizer","2021-09-18",705
"Free State","Pfizer","2021-09-19",133
"Free State","Pfizer","2021-09-20",3977
"Free State","Pfizer","2021-09-21",4420
"Free State","Pfizer","2021-09-22",4038
"Free State","Pfizer","2021-09-23",4406
"Free State","Pfizer","2021-09-24",203
"Free State","Pfizer","2021-09-25",409
"Free State","Pfizer","2021-09-26",88
"Free State","Pfizer","2021-09-27",3801
"Free State","Pfizer","2021-09-28",3786
"Free State","Pfizer","2021-09-29",3619
"Free State","Pfizer","2021-09-30",3347
"Free State","Pfizer","2021-10-01",4337
"Free State","Pfizer","2021-10-02",2015
"Free State","Pfizer","2021-10-03",475
"Free State","Pfizer","2021-10-04",3519
"Free State","Pfizer","2021-10-05",3715
"Free State","Pfizer","2021-10-06",4339
"Free State","Pfizer","2021-10-07",4332
"Free State","Pfizer","2021-10-08",3669
"Free State","Pfizer","2021-10-09",564
"Free State","Pfizer","2021-10-10",113
"Free State","Pfizer","2021-10-11",3210
"Free State","Pfizer","2021-10-12",4487
"Free State","Pfizer","2021-10-13",4161
"Free State","Pfizer","2021-10-14",4913
"Free State","Pfizer","2021-10-15",5755
"Free State","Pfizer","2021-10-16",1001
"Free State","Pfizer","2021-10-17",61
"Free State","Pfizer","2021-10-18",4390
"Free State","Pfizer","2021-10-19",5381
"Free State","Pfizer","2021-10-20",4267
"Free State","Pfizer","2021-10-21",4009
"Free State","Pfizer","2021-10-22",2879
"Free State","Pfizer","2021-10-23",749
"Free State","Pfizer","2021-10-24",104
"Free State","Pfizer","2021-10-25",2442
"Free State","Pfizer","2021-10-26",2809
"Free State","Pfizer","2021-10-27",2225
"Free State","Pfizer","2021-10-28",2129
"Free State","Pfizer","2021-10-29",2174
"Free State","Pfizer","2021-10-30",368
"Free State","Pfizer","2021-10-31",60
"Free State","Pfizer","2021-11-01",340
"Free State","Pfizer","2021-11-02",1393
"Free State","Pfizer","2021-11-03",1749
"Free State","Pfizer","2021-11-04",1918
"Free State","Pfizer","2021-11-05",1604
"Free State","Pfizer","2021-11-06",212
"Free State","Pfizer","2021-11-07",32
"Free State","Pfizer","2021-11-08",1113
"Free State","Pfizer","2021-11-09",1299
"Free State","Pfizer","2021-11-10",1533
"Free State","Pfizer","2021-11-11",1219
"Free State","Pfizer","2021-11-12",1275
"Free State","Pfizer","2021-11-13",640
"Free State","Pfizer","2021-11-14",137
"Free State","Pfizer","2021-11-15",1180
"Free State","Pfizer","2021-11-16",1552
"Free State","Pfizer","2021-11-17",1666
"Free State","Pfizer","2021-11-18",1246
"Free State","Pfizer","2021-11-19",1131
"Free State","Pfizer","2021-11-20",157
"Free State","Pfizer","2021-11-21",23
"Free State","Pfizer","2021-11-22",867
"Free State","Pfizer","2021-11-23",1109
"Free State","Pfizer","2021-11-24",1302
"Free State","Pfizer","2021-11-25",1093
"Free State","Pfizer","2021-11-26",845
"Free State","Pfizer","2021-11-27",225
"Free State","Pfizer","2021-11-28",42
"Free State","Pfizer","2021-11-29",1958
"Free State","Pfizer","2021-11-30",2091
"Free State","Pfizer","2021-12-01",2030
"Free State","Pfizer","2021-12-02",1534
"Free State","Pfizer","2021-12-03",1613
"Free State","Pfizer","2021-12-04",303
"Free State","Pfizer","2021-12-05",63
"Free State","Pfizer","2021-12-06",1473
"Free State","Pfizer","2021-12-07",1533
"Free State","Pfizer","2021-12-08",1445
"Free State","Pfizer","2021-12-09",1220
"Free State","Pfizer","2021-12-10",1091
"Free State","Pfizer","2021-12-11",169
"Free State","Pfizer","2021-12-12",34
"Free State","Pfizer","2021-12-13",864
"Free State","Pfizer","2021-12-14",1072
"Free State","Pfizer","2021-12-15",1126
"Gauteng","Johnson & Johnson","2021-02-17",44
"Gauteng","Johnson & Johnson","2021-02-18",380
"Gauteng","Johnson & Johnson","2021-02-19",1027
"Gauteng","Johnson & Johnson","2021-02-20",422
"Gauteng","Johnson & Johnson","2021-02-21",1000
"Gauteng","Johnson & Johnson","2021-02-22",1730
"Gauteng","Johnson & Johnson","2021-02-23",2536
"Gauteng","Johnson & Johnson","2021-02-24",2760
"Gauteng","Johnson & Johnson","2021-02-25",3104
"Gauteng","Johnson & Johnson","2021-02-26",3453
"Gauteng","Johnson & Johnson","2021-02-27",1027
"Gauteng","Johnson & Johnson","2021-02-28",1007
"Gauteng","Johnson & Johnson","2021-03-02",153
"Gauteng","Johnson & Johnson","2021-03-03",1646
"Gauteng","Johnson & Johnson","2021-03-04",2317
"Gauteng","Johnson & Johnson","2021-03-05",2245
"Gauteng","Johnson & Johnson","2021-03-06",477
"Gauteng","Johnson & Johnson","2021-03-07",1
"Gauteng","Johnson & Johnson","2021-03-08",1516
"Gauteng","Johnson & Johnson","2021-03-09",2530
"Gauteng","Johnson & Johnson","2021-03-10",3105
"Gauteng","Johnson & Johnson","2021-03-11",2351
"Gauteng","Johnson & Johnson","2021-03-12",1169
"Gauteng","Johnson & Johnson","2021-03-14",2
"Gauteng","Johnson & Johnson","2021-03-15",697
"Gauteng","Johnson & Johnson","2021-03-16",2782
"Gauteng","Johnson & Johnson","2021-03-17",3155
"Gauteng","Johnson & Johnson","2021-03-18",2278
"Gauteng","Johnson & Johnson","2021-03-19",1206
"Gauteng","Johnson & Johnson","2021-03-21",24
"Gauteng","Johnson & Johnson","2021-03-22",3
"Gauteng","Johnson & Johnson","2021-03-23",3579
"Gauteng","Johnson & Johnson","2021-03-24",3951
"Gauteng","Johnson & Johnson","2021-03-25",2787
"Gauteng","Johnson & Johnson","2021-03-26",2873
"Gauteng","Johnson & Johnson","2021-03-27",278
"Gauteng","Johnson & Johnson","2021-03-29",1333
"Gauteng","Johnson & Johnson","2021-03-30",3365
"Gauteng","Johnson & Johnson","2021-03-31",2515
"Gauteng","Johnson & Johnson","2021-04-01",1611
"Gauteng","Johnson & Johnson","2021-04-03",6
"Gauteng","Johnson & Johnson","2021-04-04",1
"Gauteng","Johnson & Johnson","2021-04-06",1055
"Gauteng","Johnson & Johnson","2021-04-07",1603
"Gauteng","Johnson & Johnson","2021-04-08",1494
"Gauteng","Johnson & Johnson","2021-04-09",981
"Gauteng","Johnson & Johnson","2021-04-12",304
"Gauteng","Johnson & Johnson","2021-04-13",409
"Gauteng","Johnson & Johnson","2021-04-15",1
"Gauteng","Johnson & Johnson","2021-04-21",7
"Gauteng","Johnson & Johnson","2021-04-22",1
"Gauteng","Johnson & Johnson","2021-04-24",3
"Gauteng","Johnson & Johnson","2021-04-26",34
