"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","362237","839479"
"EASTERN CAPE","18-34","Male","268947","854468"
"EASTERN CAPE","35-49","Female","358018","586430"
"EASTERN CAPE","35-49","Male","240126","522727"
"EASTERN CAPE","50-59","Female","231424","320585"
"EASTERN CAPE","50-59","Male","144201","196960"
"EASTERN CAPE","60+","Female","348924","517296"
"EASTERN CAPE","60+","Male","209193","261598"
"EASTERN CAPE","Unidentified","Female","328",""
"EASTERN CAPE","Unidentified","Male","103",""
"FREE STATE","18-34","Female","216209","410210"
"FREE STATE","18-34","Male","163115","419145"
"FREE STATE","35-49","Female","186248","283918"
"FREE STATE","35-49","Male","152343","266941"
"FREE STATE","50-59","Female","102142","140470"
"FREE STATE","50-59","Male","78819","105617"
"FREE STATE","60+","Female","130180","178195"
"FREE STATE","60+","Male","81355","110025"
"FREE STATE","Unidentified","Female","100",""
"FREE STATE","Unidentified","Male","72",""
"GAUTENG","18-34","Female","934403","2584852"
"GAUTENG","18-34","Male","785025","2611302"
"GAUTENG","35-49","Female","954806","1659380"
"GAUTENG","35-49","Male","887133","1782603"
"GAUTENG","50-59","Female","423922","675158"
"GAUTENG","50-59","Male","401044","655342"
"GAUTENG","60+","Female","469052","745260"
"GAUTENG","60+","Male","356547","597429"
"GAUTENG","Unidentified","Female","326",""
"GAUTENG","Unidentified","Male","200",""
"KWAZULU-NATAL","18-34","Female","570739","1707989"
"KWAZULU-NATAL","18-34","Male","393535","1725158"
"KWAZULU-NATAL","35-49","Female","543140","1071255"
"KWAZULU-NATAL","35-49","Male","387511","951364"
"KWAZULU-NATAL","50-59","Female","291056","492136"
"KWAZULU-NATAL","50-59","Male","193810","316845"
"KWAZULU-NATAL","60+","Female","425261","624115"
"KWAZULU-NATAL","60+","Male","240348","330933"
"KWAZULU-NATAL","Unidentified","Female","392",""
"KWAZULU-NATAL","Unidentified","Male","148",""
"LIMPOPO","18-34","Female","402619","818804"
"LIMPOPO","18-34","Male","267587","833104"
"LIMPOPO","35-49","Female","361251","573264"
"LIMPOPO","35-49","Male","236474","493423"
"LIMPOPO","50-59","Female","194200","265501"
"LIMPOPO","50-59","Male","129441","165831"
"LIMPOPO","60+","Female","282222","372555"
"LIMPOPO","60+","Male","161733","173319"
"LIMPOPO","Unidentified","Female","655",""
"LIMPOPO","Unidentified","Male","110",""
"MPUMALANGA","18-34","Female","249540","681710"
"MPUMALANGA","18-34","Male","203281","729028"
"MPUMALANGA","35-49","Female","224370","451254"
"MPUMALANGA","35-49","Male","192868","457785"
"MPUMALANGA","50-59","Female","111809","197794"
"MPUMALANGA","50-59","Male","89734","151183"
"MPUMALANGA","60+","Female","135410","224305"
"MPUMALANGA","60+","Male","96958","146461"
"MPUMALANGA","Unidentified","Female","170",""
"MPUMALANGA","Unidentified","Male","77",""
"NORTHERN CAPE","18-34","Female","72917","174695"
"NORTHERN CAPE","18-34","Male","69266","182300"
"NORTHERN CAPE","35-49","Female","66188","118328"
"NORTHERN CAPE","35-49","Male","69379","131923"
"NORTHERN CAPE","50-59","Female","35858","57823"
"NORTHERN CAPE","50-59","Male","33022","49198"
"NORTHERN CAPE","60+","Female","42926","80820"
"NORTHERN CAPE","60+","Male","31776","52458"
"NORTHERN CAPE","Unidentified","Female","25",""
"NORTHERN CAPE","Unidentified","Male","10",""
"NORTH WEST","18-34","Female","229899","547199"
"NORTH WEST","18-34","Male","188785","611287"
"NORTH WEST","35-49","Female","207166","386831"
"NORTH WEST","35-49","Male","206661","437698"
"NORTH WEST","50-59","Female","105733","173790"
"NORTH WEST","50-59","Male","104269","168889"
"NORTH WEST","60+","Female","135969","213393"
"NORTH WEST","60+","Male","101744","154160"
"NORTH WEST","Unidentified","Female","138",""
"NORTH WEST","Unidentified","Male","122",""
"WESTERN CAPE","18-34","Female","507420","1010156"
"WESTERN CAPE","18-34","Male","435265","1047625"
"WESTERN CAPE","35-49","Female","464222","744325"
"WESTERN CAPE","35-49","Male","405795","767488"
"WESTERN CAPE","50-59","Female","238608","368383"
"WESTERN CAPE","50-59","Male","205274","315766"
"WESTERN CAPE","60+","Female","306664","422288"
"WESTERN CAPE","60+","Male","227094","300872"
"WESTERN CAPE","Unidentified","Female","131",""
"WESTERN CAPE","Unidentified","Male","81",""
