"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","363197","839479"
"EASTERN CAPE","18-34","Male","269749","854468"
"EASTERN CAPE","35-49","Female","358505","586430"
"EASTERN CAPE","35-49","Male","240604","522727"
"EASTERN CAPE","50-59","Female","231574","320585"
"EASTERN CAPE","50-59","Male","144345","196960"
"EASTERN CAPE","60+","Female","349128","517296"
"EASTERN CAPE","60+","Male","209328","261598"
"EASTERN CAPE","Unidentified","Female","327",""
"EASTERN CAPE","Unidentified","Male","102",""
"FREE STATE","18-34","Female","216750","410210"
"FREE STATE","18-34","Male","163550","419145"
"FREE STATE","35-49","Female","186600","283918"
"FREE STATE","35-49","Male","152640","266941"
"FREE STATE","50-59","Female","102253","140470"
"FREE STATE","50-59","Male","78898","105617"
"FREE STATE","60+","Female","130293","178195"
"FREE STATE","60+","Male","81454","110025"
"FREE STATE","Unidentified","Female","100",""
"FREE STATE","Unidentified","Male","72",""
"GAUTENG","18-34","Female","936823","2584852"
"GAUTENG","18-34","Male","787769","2611302"
"GAUTENG","35-49","Female","956364","1659380"
"GAUTENG","35-49","Male","888758","1782603"
"GAUTENG","50-59","Female","424360","675158"
"GAUTENG","50-59","Male","401438","655342"
"GAUTENG","60+","Female","469410","745260"
"GAUTENG","60+","Male","356808","597429"
"GAUTENG","Unidentified","Female","325",""
"GAUTENG","Unidentified","Male","200",""
"KWAZULU-NATAL","18-34","Female","572524","1707989"
"KWAZULU-NATAL","18-34","Male","394957","1725158"
"KWAZULU-NATAL","35-49","Female","543993","1071255"
"KWAZULU-NATAL","35-49","Male","388368","951364"
"KWAZULU-NATAL","50-59","Female","291287","492136"
"KWAZULU-NATAL","50-59","Male","194022","316845"
"KWAZULU-NATAL","60+","Female","425499","624115"
"KWAZULU-NATAL","60+","Male","240497","330933"
"KWAZULU-NATAL","Unidentified","Female","393",""
"KWAZULU-NATAL","Unidentified","Male","149",""
"LIMPOPO","18-34","Female","403393","818804"
"LIMPOPO","18-34","Male","268263","833104"
"LIMPOPO","35-49","Female","361757","573264"
"LIMPOPO","35-49","Male","236842","493423"
"LIMPOPO","50-59","Female","194346","265501"
"LIMPOPO","50-59","Male","129553","165831"
"LIMPOPO","60+","Female","282362","372555"
"LIMPOPO","60+","Male","161855","173319"
"LIMPOPO","Unidentified","Female","654",""
"LIMPOPO","Unidentified","Male","109",""
"MPUMALANGA","18-34","Female","250287","681710"
"MPUMALANGA","18-34","Male","204235","729028"
"MPUMALANGA","35-49","Female","224835","451254"
"MPUMALANGA","35-49","Male","193339","457785"
"MPUMALANGA","50-59","Female","111950","197794"
"MPUMALANGA","50-59","Male","89880","151183"
"MPUMALANGA","60+","Female","135529","224305"
"MPUMALANGA","60+","Male","97062","146461"
"MPUMALANGA","Unidentified","Female","171",""
"MPUMALANGA","Unidentified","Male","76",""
"NORTHERN CAPE","18-34","Female","73036","174695"
"NORTHERN CAPE","18-34","Male","69378","182300"
"NORTHERN CAPE","35-49","Female","66272","118328"
"NORTHERN CAPE","35-49","Male","69472","131923"
"NORTHERN CAPE","50-59","Female","35876","57823"
"NORTHERN CAPE","50-59","Male","33038","49198"
"NORTHERN CAPE","60+","Female","42958","80820"
"NORTHERN CAPE","60+","Male","31802","52458"
"NORTHERN CAPE","Unidentified","Female","24",""
"NORTHERN CAPE","Unidentified","Male","10",""
"NORTH WEST","18-34","Female","230487","547199"
"NORTH WEST","18-34","Male","189301","611287"
"NORTH WEST","35-49","Female","207499","386831"
"NORTH WEST","35-49","Male","207071","437698"
"NORTH WEST","50-59","Female","105841","173790"
"NORTH WEST","50-59","Male","104384","168889"
"NORTH WEST","60+","Female","136103","213393"
"NORTH WEST","60+","Male","101837","154160"
"NORTH WEST","Unidentified","Female","136",""
"NORTH WEST","Unidentified","Male","121",""
"WESTERN CAPE","18-34","Female","508261","1010156"
"WESTERN CAPE","18-34","Male","436179","1047625"
"WESTERN CAPE","35-49","Female","464623","744325"
"WESTERN CAPE","35-49","Male","406270","767488"
"WESTERN CAPE","50-59","Female","238733","368383"
"WESTERN CAPE","50-59","Male","205403","315766"
"WESTERN CAPE","60+","Female","306831","422288"
"WESTERN CAPE","60+","Male","227220","300872"
"WESTERN CAPE","Unidentified","Female","131",""
"WESTERN CAPE","Unidentified","Male","81",""
