"province","age_group","sex","vaccination_date","total_number_individuals_vaccinated"
"Northern Cape","60+","Male","2021-12-10",49
"Northern Cape","60+","Male","2021-12-11",10
"Northern Cape","60+","Male","2021-12-12",16
"Northern Cape","60+","Male","2021-12-13",41
"Northern Cape","60+","Male","2021-12-14",40
"Northern Cape","60+","Male","2021-12-15",29
"Northern Cape","Unidentified","Female","2021-06-03",1
"Northern Cape","Unidentified","Female","2021-06-10",1
"Northern Cape","Unidentified","Female","2021-06-25",1
"Northern Cape","Unidentified","Female","2021-06-30",1
"Northern Cape","Unidentified","Female","2021-07-02",1
"Northern Cape","Unidentified","Female","2021-07-03",1
"Northern Cape","Unidentified","Female","2021-07-05",1
"Northern Cape","Unidentified","Female","2021-07-06",1
"Northern Cape","Unidentified","Female","2021-07-08",2
"Northern Cape","Unidentified","Female","2021-07-13",1
"Northern Cape","Unidentified","Female","2021-07-14",1
"Northern Cape","Unidentified","Female","2021-07-15",0
"Northern Cape","Unidentified","Female","2021-07-21",1
"Northern Cape","Unidentified","Female","2021-07-22",0
"Northern Cape","Unidentified","Female","2021-07-26",1
"Northern Cape","Unidentified","Female","2021-07-27",1
"Northern Cape","Unidentified","Female","2021-07-30",1
"Northern Cape","Unidentified","Female","2021-08-02",1
"Northern Cape","Unidentified","Female","2021-08-03",1
"Northern Cape","Unidentified","Female","2021-08-13",0
"Northern Cape","Unidentified","Female","2021-08-14",0
"Northern Cape","Unidentified","Female","2021-08-16",0
"Northern Cape","Unidentified","Female","2021-08-17",0
"Northern Cape","Unidentified","Female","2021-08-19",0
"Northern Cape","Unidentified","Female","2021-08-21",1
"Northern Cape","Unidentified","Female","2021-08-24",0
"Northern Cape","Unidentified","Female","2021-08-25",0
"Northern Cape","Unidentified","Female","2021-08-29",1
"Northern Cape","Unidentified","Female","2021-09-02",1
"Northern Cape","Unidentified","Female","2021-09-07",0
"Northern Cape","Unidentified","Female","2021-09-09",0
"Northern Cape","Unidentified","Female","2021-09-12",1
"Northern Cape","Unidentified","Female","2021-09-13",1
"Northern Cape","Unidentified","Female","2021-09-27",1
"Northern Cape","Unidentified","Female","2021-09-28",1
"Northern Cape","Unidentified","Female","2021-10-13",1
"Northern Cape","Unidentified","Female","2021-10-20",3
"Northern Cape","Unidentified","Female","2021-11-02",1
"Northern Cape","Unidentified","Female","2021-11-08",0
"Northern Cape","Unidentified","Female","2021-11-10",2
"Northern Cape","Unidentified","Female","2021-11-11",1
"Northern Cape","Unidentified","Female","2021-11-15",1
"Northern Cape","Unidentified","Female","2021-11-16",1
"Northern Cape","Unidentified","Female","2021-11-17",1
"Northern Cape","Unidentified","Female","2021-11-24",0
"Northern Cape","Unidentified","Female","2021-11-25",0
"Northern Cape","Unidentified","Female","2021-11-29",1
"Northern Cape","Unidentified","Female","2021-12-02",1
"Northern Cape","Unidentified","Male","2021-05-28",2
"Northern Cape","Unidentified","Male","2021-07-09",0
"Northern Cape","Unidentified","Male","2021-07-13",1
"Northern Cape","Unidentified","Male","2021-07-23",0
"Northern Cape","Unidentified","Male","2021-08-06",1
"Northern Cape","Unidentified","Male","2021-08-24",0
"Northern Cape","Unidentified","Male","2021-09-21",1
"Northern Cape","Unidentified","Male","2021-10-27",2
"Northern Cape","Unidentified","Male","2021-11-10",1
"Northern Cape","Unidentified","Male","2021-11-17",1
"Northern Cape","Unidentified","Male","2021-12-02",1
"Northern Cape","Unidentified","Male","2021-12-10",1
"North West","18-34","Female","2021-02-18",50
"North West","18-34","Female","2021-02-19",132
"North West","18-34","Female","2021-02-20",78
"North West","18-34","Female","2021-02-21",123
"North West","18-34","Female","2021-02-22",133
"North West","18-34","Female","2021-02-23",176
"North West","18-34","Female","2021-02-24",216
"North West","18-34","Female","2021-02-25",219
"North West","18-34","Female","2021-02-26",97
"North West","18-34","Female","2021-02-27",33
"North West","18-34","Female","2021-02-28",47
"North West","18-34","Female","2021-03-01",35
"North West","18-34","Female","2021-03-02",19
"North West","18-34","Female","2021-03-03",69
"North West","18-34","Female","2021-03-04",135
"North West","18-34","Female","2021-03-05",114
"North West","18-34","Female","2021-03-06",38
"North West","18-34","Female","2021-03-08",76
"North West","18-34","Female","2021-03-09",92
"North West","18-34","Female","2021-03-10",79
"North West","18-34","Female","2021-03-11",79
"North West","18-34","Female","2021-03-12",92
"North West","18-34","Female","2021-03-13",3
"North West","18-34","Female","2021-03-15",16
"North West","18-34","Female","2021-03-16",66
"North West","18-34","Female","2021-03-17",118
"North West","18-34","Female","2021-03-18",97
"North West","18-34","Female","2021-03-19",27
"North West","18-34","Female","2021-03-23",60
"North West","18-34","Female","2021-03-24",121
"North West","18-34","Female","2021-03-25",132
"North West","18-34","Female","2021-03-26",104
"North West","18-34","Female","2021-03-27",13
"North West","18-34","Female","2021-03-29",68
"North West","18-34","Female","2021-03-30",59
"North West","18-34","Female","2021-03-31",84
"North West","18-34","Female","2021-04-01",27
"North West","18-34","Female","2021-04-06",21
"North West","18-34","Female","2021-04-07",60
"North West","18-34","Female","2021-04-08",27
"North West","18-34","Female","2021-04-09",4
"North West","18-34","Female","2021-04-12",35
"North West","18-34","Female","2021-04-13",47
"North West","18-34","Female","2021-04-28",19
"North West","18-34","Female","2021-04-29",50
"North West","18-34","Female","2021-04-30",50
"North West","18-34","Female","2021-05-01",9
"North West","18-34","Female","2021-05-02",5
"North West","18-34","Female","2021-05-03",117
"North West","18-34","Female","2021-05-04",133
"North West","18-34","Female","2021-05-05",60
"North West","18-34","Female","2021-05-06",75
"North West","18-34","Female","2021-05-07",75
"North West","18-34","Female","2021-05-08",9
"North West","18-34","Female","2021-05-10",54
"North West","18-34","Female","2021-05-11",141
"North West","18-34","Female","2021-05-12",3
"North West","18-34","Female","2021-05-14",2
"North West","18-34","Female","2021-05-17",49
"North West","18-34","Female","2021-05-18",100
"North West","18-34","Female","2021-05-19",119
"North West","18-34","Female","2021-05-20",159
"North West","18-34","Female","2021-05-21",179
"North West","18-34","Female","2021-05-22",10
"North West","18-34","Female","2021-05-23",1
"North West","18-34","Female","2021-05-24",71
"North West","18-34","Female","2021-05-25",80
"North West","18-34","Female","2021-05-26",50
"North West","18-34","Female","2021-05-27",54
"North West","18-34","Female","2021-05-28",36
"North West","18-34","Female","2021-05-29",2
"North West","18-34","Female","2021-05-31",18
"North West","18-34","Female","2021-06-01",20
"North West","18-34","Female","2021-06-02",27
"North West","18-34","Female","2021-06-03",34
"North West","18-34","Female","2021-06-04",26
"North West","18-34","Female","2021-06-05",2
"North West","18-34","Female","2021-06-06",1
"North West","18-34","Female","2021-06-07",32
"North West","18-34","Female","2021-06-08",55
"North West","18-34","Female","2021-06-09",54
"North West","18-34","Female","2021-06-10",79
"North West","18-34","Female","2021-06-11",50
"North West","18-34","Female","2021-06-12",11
"North West","18-34","Female","2021-06-14",31
"North West","18-34","Female","2021-06-15",16
"North West","18-34","Female","2021-06-16",5
"North West","18-34","Female","2021-06-17",11
"North West","18-34","Female","2021-06-18",16
"North West","18-34","Female","2021-06-20",1
"North West","18-34","Female","2021-06-21",10
"North West","18-34","Female","2021-06-22",20
"North West","18-34","Female","2021-06-23",603
"North West","18-34","Female","2021-06-24",753
"North West","18-34","Female","2021-06-25",694
"North West","18-34","Female","2021-06-26",19
"North West","18-34","Female","2021-06-28",302
"North West","18-34","Female","2021-06-29",254
"North West","18-34","Female","2021-06-30",480
"North West","18-34","Female","2021-07-01",368
"North West","18-34","Female","2021-07-02",270
"North West","18-34","Female","2021-07-03",9
"North West","18-34","Female","2021-07-04",3
"North West","18-34","Female","2021-07-05",182
"North West","18-34","Female","2021-07-06",118
"North West","18-34","Female","2021-07-07",126
"North West","18-34","Female","2021-07-08",178
"North West","18-34","Female","2021-07-09",141
"North West","18-34","Female","2021-07-10",5
"North West","18-34","Female","2021-07-11",1
"North West","18-34","Female","2021-07-12",255
"North West","18-34","Female","2021-07-13",398
"North West","18-34","Female","2021-07-14",374
"North West","18-34","Female","2021-07-15",96
"North West","18-34","Female","2021-07-16",104
"North West","18-34","Female","2021-07-17",22
"North West","18-34","Female","2021-07-18",5
"North West","18-34","Female","2021-07-19",126
"North West","18-34","Female","2021-07-20",132
"North West","18-34","Female","2021-07-21",144
"North West","18-34","Female","2021-07-22",85
"North West","18-34","Female","2021-07-23",107
"North West","18-34","Female","2021-07-24",15
"North West","18-34","Female","2021-07-25",13
"North West","18-34","Female","2021-07-26",69
"North West","18-34","Female","2021-07-27",111
"North West","18-34","Female","2021-07-28",110
"North West","18-34","Female","2021-07-29",141
"North West","18-34","Female","2021-07-30",134
"North West","18-34","Female","2021-07-31",21
"North West","18-34","Female","2021-08-01",10
"North West","18-34","Female","2021-08-02",86
"North West","18-34","Female","2021-08-03",78
"North West","18-34","Female","2021-08-04",109
"North West","18-34","Female","2021-08-05",132
"North West","18-34","Female","2021-08-06",108
"North West","18-34","Female","2021-08-07",37
"North West","18-34","Female","2021-08-08",15
"North West","18-34","Female","2021-08-09",22
"North West","18-34","Female","2021-08-10",100
"North West","18-34","Female","2021-08-11",104
"North West","18-34","Female","2021-08-12",123
"North West","18-34","Female","2021-08-13",148
"North West","18-34","Female","2021-08-14",59
"North West","18-34","Female","2021-08-15",35
"North West","18-34","Female","2021-08-16",98
"North West","18-34","Female","2021-08-17",131
"North West","18-34","Female","2021-08-18",141
"North West","18-34","Female","2021-08-19",155
"North West","18-34","Female","2021-08-20",1537
"North West","18-34","Female","2021-08-21",1182
"North West","18-34","Female","2021-08-22",467
"North West","18-34","Female","2021-08-23",2122
"North West","18-34","Female","2021-08-24",2272
"North West","18-34","Female","2021-08-25",2356
"North West","18-34","Female","2021-08-26",2050
"North West","18-34","Female","2021-08-27",2303
"North West","18-34","Female","2021-08-28",1041
"North West","18-34","Female","2021-08-29",421
"North West","18-34","Female","2021-08-30",2145
"North West","18-34","Female","2021-08-31",2015
"North West","18-34","Female","2021-09-01",2055
"North West","18-34","Female","2021-09-02",1947
"North West","18-34","Female","2021-09-03",1929
"North West","18-34","Female","2021-09-04",842
"North West","18-34","Female","2021-09-05",272
"North West","18-34","Female","2021-09-06",1605
"North West","18-34","Female","2021-09-07",1853
"North West","18-34","Female","2021-09-08",2027
"North West","18-34","Female","2021-09-09",2162
"North West","18-34","Female","2021-09-10",2094
"North West","18-34","Female","2021-09-11",1266
"North West","18-34","Female","2021-09-12",222
"North West","18-34","Female","2021-09-13",2126
"North West","18-34","Female","2021-09-14",2529
"North West","18-34","Female","2021-09-15",2557
"North West","18-34","Female","2021-09-16",2424
"North West","18-34","Female","2021-09-17",2473
"North West","18-34","Female","2021-09-18",1624
"North West","18-34","Female","2021-09-19",325
"North West","18-34","Female","2021-09-20",2152
"North West","18-34","Female","2021-09-21",2539
"North West","18-34","Female","2021-09-22",2395
"North West","18-34","Female","2021-09-23",2238
"North West","18-34","Female","2021-09-24",733
"North West","18-34","Female","2021-09-25",560
"North West","18-34","Female","2021-09-26",122
"North West","18-34","Female","2021-09-27",1978
"North West","18-34","Female","2021-09-28",2296
"North West","18-34","Female","2021-09-29",2420
"North West","18-34","Female","2021-09-30",2233
"North West","18-34","Female","2021-10-01",2364
"North West","18-34","Female","2021-10-02",2022
"North West","18-34","Female","2021-10-03",1776
"North West","18-34","Female","2021-10-04",2118
"North West","18-34","Female","2021-10-05",2429
"North West","18-34","Female","2021-10-06",2574
"North West","18-34","Female","2021-10-07",3422
"North West","18-34","Female","2021-10-08",3801
"North West","18-34","Female","2021-10-09",1855
"North West","18-34","Female","2021-10-10",1044
"North West","18-34","Female","2021-10-11",2206
"North West","18-34","Female","2021-10-12",2588
"North West","18-34","Female","2021-10-13",2537
"North West","18-34","Female","2021-10-14",2791
"North West","18-34","Female","2021-10-15",2690
"North West","18-34","Female","2021-10-16",1342
"North West","18-34","Female","2021-10-17",738
"North West","18-34","Female","2021-10-18",2269
"North West","18-34","Female","2021-10-19",2489
"North West","18-34","Female","2021-10-20",2555
"North West","18-34","Female","2021-10-21",2503
"North West","18-34","Female","2021-10-22",2349
"North West","18-34","Female","2021-10-23",1922
"North West","18-34","Female","2021-10-24",1022
"North West","18-34","Female","2021-10-25",1649
"North West","18-34","Female","2021-10-26",2074
"North West","18-34","Female","2021-10-27",1992
"North West","18-34","Female","2021-10-28",1585
"North West","18-34","Female","2021-10-29",1628
"North West","18-34","Female","2021-10-30",974
"North West","18-34","Female","2021-10-31",672
"North West","18-34","Female","2021-11-01",1894
"North West","18-34","Female","2021-11-02",1461
"North West","18-34","Female","2021-11-03",1311
"North West","18-34","Female","2021-11-04",1340
"North West","18-34","Female","2021-11-05",1324
"North West","18-34","Female","2021-11-06",796
"North West","18-34","Female","2021-11-07",414
"North West","18-34","Female","2021-11-08",812
"North West","18-34","Female","2021-11-09",1334
"North West","18-34","Female","2021-11-10",1306
"North West","18-34","Female","2021-11-11",1271
"North West","18-34","Female","2021-11-12",1209
"North West","18-34","Female","2021-11-13",1225
"North West","18-34","Female","2021-11-14",852
"North West","18-34","Female","2021-11-15",1119
"North West","18-34","Female","2021-11-16",1166
"North West","18-34","Female","2021-11-17",1076
"North West","18-34","Female","2021-11-18",1115
"North West","18-34","Female","2021-11-19",1054
"North West","18-34","Female","2021-11-20",844
"North West","18-34","Female","2021-11-21",480
"North West","18-34","Female","2021-11-22",993
"North West","18-34","Female","2021-11-23",1146
"North West","18-34","Female","2021-11-24",1237
"North West","18-34","Female","2021-11-25",1047
"North West","18-34","Female","2021-11-26",891
"North West","18-34","Female","2021-11-27",430
"North West","18-34","Female","2021-11-28",414
"North West","18-34","Female","2021-11-29",1641
"North West","18-34","Female","2021-11-30",1750
"North West","18-34","Female","2021-12-01",1844
"North West","18-34","Female","2021-12-02",1381
"North West","18-34","Female","2021-12-03",1405
"North West","18-34","Female","2021-12-04",588
"North West","18-34","Female","2021-12-05",432
"North West","18-34","Female","2021-12-06",1306
"North West","18-34","Female","2021-12-07",1337
"North West","18-34","Female","2021-12-08",1319
"North West","18-34","Female","2021-12-09",1190
"North West","18-34","Female","2021-12-10",1112
"North West","18-34","Female","2021-12-11",436
"North West","18-34","Female","2021-12-12",323
"North West","18-34","Female","2021-12-13",768
"North West","18-34","Female","2021-12-14",1109
"North West","18-34","Female","2021-12-15",882
"North West","18-34","Male","2021-02-18",23
"North West","18-34","Male","2021-02-19",62
"North West","18-34","Male","2021-02-20",29
"North West","18-34","Male","2021-02-21",45
"North West","18-34","Male","2021-02-22",51
"North West","18-34","Male","2021-02-23",60
"North West","18-34","Male","2021-02-24",101
"North West","18-34","Male","2021-02-25",68
"North West","18-34","Male","2021-02-26",33
"North West","18-34","Male","2021-02-27",13
"North West","18-34","Male","2021-02-28",30
"North West","18-34","Male","2021-03-01",16
"North West","18-34","Male","2021-03-02",10
"North West","18-34","Male","2021-03-03",29
"North West","18-34","Male","2021-03-04",58
"North West","18-34","Male","2021-03-05",42
"North West","18-34","Male","2021-03-06",11
"North West","18-34","Male","2021-03-08",28
"North West","18-34","Male","2021-03-09",42
"North West","18-34","Male","2021-03-10",28
"North West","18-34","Male","2021-03-11",34
"North West","18-34","Male","2021-03-12",43
