"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14607","5612","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12514","4590","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19181","10651","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15305","7594","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8416","3061","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7416","2395","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11081","6409","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9353","4800","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13511","5335","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11162","3911","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17596","6662","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14889","4785","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26094","15764","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23131","12664","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4199","1185","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3449","813","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50973","21663","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41822","16687","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15138","6807","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12114","5166","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19398","10229","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15927","7763","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6656","2868","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4358","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25899","12337","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22485","10485","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13189","7856","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10392","5720","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8743","4408","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5331","2462","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12496","5114","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8238","3139","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13069","5626","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8594","3157","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14032","5794","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10189","3839","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20199","10233","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12814","5394","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14696","6298","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9076","3446","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15270","6894","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10342","4063","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23798","12672","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17140","8045","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37507","15670","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32096","11887","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37160","13047","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30645","9476","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26266","10023","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25770","8440","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37868","12646","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30697","8729","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17712","7002","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14853","5192","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47853","20111","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36802","13310","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16881","6544","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17419","5482","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7561","3710","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6282","2807","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1690","659","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1364","499","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3556","1584","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2733","1135","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32060","13582","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26664","10076","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21178","7439","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17699","5453","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9234","4166","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8150","3475","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","801","374","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","628","283","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6236","2552","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5298","1965","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2993","998","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2351","775","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4140","1894","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3602","1437","22568"
