"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","391725","839479"
"EASTERN CAPE","18-34","Male","294907","854468"
"EASTERN CAPE","35-49","Female","369039","586430"
"EASTERN CAPE","35-49","Male","250747","522727"
"EASTERN CAPE","50-59","Female","236193","320585"
"EASTERN CAPE","50-59","Male","148772","196960"
"EASTERN CAPE","60+","Female","363829","517296"
"EASTERN CAPE","60+","Male","218424","261598"
"EASTERN CAPE","Unidentified","Female","303",""
"EASTERN CAPE","Unidentified","Male","80",""
"FREE STATE","18-34","Female","230641","410210"
"FREE STATE","18-34","Male","175602","419145"
"FREE STATE","35-49","Female","193806","283918"
"FREE STATE","35-49","Male","159748","266941"
"FREE STATE","50-59","Female","105139","140470"
"FREE STATE","50-59","Male","81822","105617"
"FREE STATE","60+","Female","136786","178195"
"FREE STATE","60+","Male","86099","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","986115","2584852"
"GAUTENG","18-34","Male","842204","2611302"
"GAUTENG","35-49","Female","997753","1659380"
"GAUTENG","35-49","Male","933013","1782603"
"GAUTENG","50-59","Female","441403","675158"
"GAUTENG","50-59","Male","421752","655342"
"GAUTENG","60+","Female","492825","745260"
"GAUTENG","60+","Male","377297","597429"
"GAUTENG","Unidentified","Female","296",""
"GAUTENG","Unidentified","Male","174",""
"KWAZULU-NATAL","18-34","Female","634785","1707989"
"KWAZULU-NATAL","18-34","Male","435845","1725158"
"KWAZULU-NATAL","35-49","Female","572451","1071255"
"KWAZULU-NATAL","35-49","Male","411817","951364"
"KWAZULU-NATAL","50-59","Female","300502","492136"
"KWAZULU-NATAL","50-59","Male","202206","316845"
"KWAZULU-NATAL","60+","Female","443134","624115"
"KWAZULU-NATAL","60+","Male","251620","330933"
"KWAZULU-NATAL","Unidentified","Female","365",""
"KWAZULU-NATAL","Unidentified","Male","139",""
"LIMPOPO","18-34","Female","427545","818804"
"LIMPOPO","18-34","Male","290461","833104"
"LIMPOPO","35-49","Female","374891","573264"
"LIMPOPO","35-49","Male","247873","493423"
"LIMPOPO","50-59","Female","199126","265501"
"LIMPOPO","50-59","Male","133430","165831"
"LIMPOPO","60+","Female","294060","372555"
"LIMPOPO","60+","Male","169740","173319"
"LIMPOPO","Unidentified","Female","609",""
"LIMPOPO","Unidentified","Male","87",""
"MPUMALANGA","18-34","Female","273364","681710"
"MPUMALANGA","18-34","Male","232743","729028"
"MPUMALANGA","35-49","Female","239354","451254"
"MPUMALANGA","35-49","Male","211335","457785"
"MPUMALANGA","50-59","Female","117391","197794"
"MPUMALANGA","50-59","Male","95204","151183"
"MPUMALANGA","60+","Female","142836","224305"
"MPUMALANGA","60+","Male","103117","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","54",""
"NORTHERN CAPE","18-34","Female","78000","174695"
"NORTHERN CAPE","18-34","Male","73695","182300"
"NORTHERN CAPE","35-49","Female","69213","118328"
"NORTHERN CAPE","35-49","Male","73021","131923"
"NORTHERN CAPE","50-59","Female","37200","57823"
"NORTHERN CAPE","50-59","Male","34588","49198"
"NORTHERN CAPE","60+","Female","45560","80820"
"NORTHERN CAPE","60+","Male","33926","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242603","547199"
"NORTH WEST","18-34","Male","200363","611287"
"NORTH WEST","35-49","Female","215692","386831"
"NORTH WEST","35-49","Male","215711","437698"
"NORTH WEST","50-59","Female","109322","173790"
"NORTH WEST","50-59","Male","108624","168889"
"NORTH WEST","60+","Female","143050","213393"
"NORTH WEST","60+","Male","108052","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522331","1010156"
"WESTERN CAPE","18-34","Male","454092","1047625"
"WESTERN CAPE","35-49","Female","476527","744325"
"WESTERN CAPE","35-49","Male","419312","767488"
"WESTERN CAPE","50-59","Female","244376","368383"
"WESTERN CAPE","50-59","Male","211740","315766"
"WESTERN CAPE","60+","Female","319049","422288"
"WESTERN CAPE","60+","Male","237184","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","72",""
