"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14557","5603","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12474","4586","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19104","10615","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15257","7589","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8380","3054","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7380","2391","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11040","6391","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9328","4788","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13455","5317","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11111","3894","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17528","6639","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14850","4777","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","25980","15717","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23047","12635","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4180","1180","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3431","806","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50748","21591","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41698","16649","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15077","6778","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12080","5154","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19327","10193","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15873","7745","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6628","2860","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4344","1795","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25795","12291","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22384","10440","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13134","7829","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10363","5709","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8702","4385","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5307","2455","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12447","5098","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8217","3129","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13009","5605","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8564","3151","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","13967","5774","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10141","3822","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20123","10199","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12767","5378","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14632","6276","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9044","3433","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15191","6863","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10305","4050","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23700","12619","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17083","8027","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37383","15612","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31989","11851","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37050","13041","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30568","9469","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26203","9999","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25680","8422","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37756","12619","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30589","8696","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17642","6978","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14804","5187","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47661","20082","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36717","13330","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16804","6525","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17306","5453","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7540","3705","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6271","2808","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1682","655","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1359","498","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3541","1577","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2721","1130","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","31969","13550","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26580","10056","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21085","7423","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17632","5439","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9192","4155","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8105","3460","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","799","373","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","626","282","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6202","2545","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5268","1959","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2979","994","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2341","771","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4117","1889","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3582","1431","22568"
