"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","393014","839479"
"EASTERN CAPE","18-34","Male","296120","854468"
"EASTERN CAPE","35-49","Female","369553","586430"
"EASTERN CAPE","35-49","Male","251284","522727"
"EASTERN CAPE","50-59","Female","236490","320585"
"EASTERN CAPE","50-59","Male","149015","196960"
"EASTERN CAPE","60+","Female","365273","517296"
"EASTERN CAPE","60+","Male","219304","261598"
"EASTERN CAPE","Unidentified","Female","302",""
"EASTERN CAPE","Unidentified","Male","74",""
"FREE STATE","18-34","Female","231087","410210"
"FREE STATE","18-34","Male","175800","419145"
"FREE STATE","35-49","Female","194007","283918"
"FREE STATE","35-49","Male","160014","266941"
"FREE STATE","50-59","Female","105297","140470"
"FREE STATE","50-59","Male","81934","105617"
"FREE STATE","60+","Female","137362","178195"
"FREE STATE","60+","Male","86510","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","987147","2584852"
"GAUTENG","18-34","Male","843010","2611302"
"GAUTENG","35-49","Female","999634","1659380"
"GAUTENG","35-49","Male","934911","1782603"
"GAUTENG","50-59","Female","442677","675158"
"GAUTENG","50-59","Male","423186","655342"
"GAUTENG","60+","Female","494984","745260"
"GAUTENG","60+","Male","379184","597429"
"GAUTENG","Unidentified","Female","290",""
"GAUTENG","Unidentified","Male","169",""
"KWAZULU-NATAL","18-34","Female","636062","1707989"
"KWAZULU-NATAL","18-34","Male","436742","1725158"
"KWAZULU-NATAL","35-49","Female","573588","1071255"
"KWAZULU-NATAL","35-49","Male","412609","951364"
"KWAZULU-NATAL","50-59","Female","301098","492136"
"KWAZULU-NATAL","50-59","Male","202673","316845"
"KWAZULU-NATAL","60+","Female","444784","624115"
"KWAZULU-NATAL","60+","Male","252731","330933"
"KWAZULU-NATAL","Unidentified","Female","361",""
"KWAZULU-NATAL","Unidentified","Male","138",""
"LIMPOPO","18-34","Female","428709","818804"
"LIMPOPO","18-34","Male","291534","833104"
"LIMPOPO","35-49","Female","375845","573264"
"LIMPOPO","35-49","Male","248663","493423"
"LIMPOPO","50-59","Female","199511","265501"
"LIMPOPO","50-59","Male","133710","165831"
"LIMPOPO","60+","Female","295023","372555"
"LIMPOPO","60+","Male","170385","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","273930","681710"
"MPUMALANGA","18-34","Male","233438","729028"
"MPUMALANGA","35-49","Female","239965","451254"
"MPUMALANGA","35-49","Male","211995","457785"
"MPUMALANGA","50-59","Female","117729","197794"
"MPUMALANGA","50-59","Male","95487","151183"
"MPUMALANGA","60+","Female","143440","224305"
"MPUMALANGA","60+","Male","103584","146461"
"MPUMALANGA","Unidentified","Female","158",""
"MPUMALANGA","Unidentified","Male","53",""
"NORTHERN CAPE","18-34","Female","78130","174695"
"NORTHERN CAPE","18-34","Male","73810","182300"
"NORTHERN CAPE","35-49","Female","69341","118328"
"NORTHERN CAPE","35-49","Male","73245","131923"
"NORTHERN CAPE","50-59","Female","37256","57823"
"NORTHERN CAPE","50-59","Male","34666","49198"
"NORTHERN CAPE","60+","Female","45800","80820"
"NORTHERN CAPE","60+","Male","34122","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242861","547199"
"NORTH WEST","18-34","Male","200583","611287"
"NORTH WEST","35-49","Female","216061","386831"
"NORTH WEST","35-49","Male","216057","437698"
"NORTH WEST","50-59","Female","109484","173790"
"NORTH WEST","50-59","Male","108866","168889"
"NORTH WEST","60+","Female","143662","213393"
"NORTH WEST","60+","Male","108549","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522356","1010156"
"WESTERN CAPE","18-34","Male","454092","1047625"
"WESTERN CAPE","35-49","Female","477082","744325"
"WESTERN CAPE","35-49","Male","420001","767488"
"WESTERN CAPE","50-59","Female","244790","368383"
"WESTERN CAPE","50-59","Male","212140","315766"
"WESTERN CAPE","60+","Female","320328","422288"
"WESTERN CAPE","60+","Male","238199","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","69",""
