"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14064","4662","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11909","3854","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19022","10276","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14815","7141","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8520","3064","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7536","2358","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11215","6425","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9459","4773","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13751","5319","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11265","3892","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17960","6738","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15164","4811","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26515","15637","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23480","12524","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4282","1191","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3513","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51953","21992","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42457","16801","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15467","6957","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12346","5257","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19719","10311","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16173","7804","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6804","2907","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4421","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26372","12533","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22835","10612","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13397","7924","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10551","5762","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8937","4477","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5438","2485","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12789","5216","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8383","3194","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13314","5673","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8716","3157","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14147","5793","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10189","3804","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20583","10271","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13069","5411","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15008","6368","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9263","3470","39377"
