"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14442","5324","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12284","4392","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19171","10587","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15161","7445","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8507","3084","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7513","2414","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11181","6457","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9433","4823","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13650","5361","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11211","3924","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17820","6742","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15073","4822","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26414","15795","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23370","12657","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4261","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3485","815","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51488","21831","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42175","16787","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15320","6895","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12260","5221","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19593","10297","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16070","7801","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6730","2895","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4389","1796","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26211","12449","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22743","10566","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13304","7890","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10475","5747","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8848","4460","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5385","2485","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12672","5168","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8320","3168","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13238","5694","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8689","3190","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14160","5787","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10228","3823","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20445","10321","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12968","5430","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14889","6334","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9173","3452","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15501","6985","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10460","4104","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24125","12830","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17351","8122","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36731","15394","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31577","11587","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37209","13001","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30638","9368","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26381","10042","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25871","8443","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38212","12746","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30960","8799","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17636","6977","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14746","5170","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47947","19729","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36666","12981","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17117","6605","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17744","5544","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7618","3729","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6339","2821","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1716","667","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1379","503","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3607","1595","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2752","1143","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32314","13469","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26785","9918","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21414","7507","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17840","5484","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9271","4037","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8082","3348","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","815","384","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","629","280","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6298","2565","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5350","1976","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3026","1003","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2389","775","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4180","1879","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3645","1434","22568"
