"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","124434","27121","416942"
"EASTERN CAPE","12-17","Male","100121","18306","429096"
"FREE STATE","12-17","Female","83850","31353","161705"
"FREE STATE","12-17","Male","70631","22722","162847"
"GAUTENG","12-17","Female","197506","70382","649047"
"GAUTENG","12-17","Male","161936","54694","648920"
"KWAZULU-NATAL","12-17","Female","133220","36875","647510"
"KWAZULU-NATAL","12-17","Male","94099","25071","658202"
"LIMPOPO","12-17","Female","120794","32655","352420"
"LIMPOPO","12-17","Male","100858","24562","372427"
"MPUMALANGA","12-17","Female","64192","15632","257710"
"MPUMALANGA","12-17","Male","53684","11526","259479"
"NORTHERN CAPE","12-17","Female","13123","4161","69852"
"NORTHERN CAPE","12-17","Male","10739","3127","69047"
"NORTH WEST","12-17","Female","75636","20209","221385"
"NORTH WEST","12-17","Male","63231","14766","223092"
"WESTERN CAPE","12-17","Female","70237","25750","320269"
"WESTERN CAPE","12-17","Male","59473","21275","322848"
