"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"LIMPOPO","CAPRICORN DM","12-17","Male","32120","11896","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37206","13058","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30672","9476","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26294","10018","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25790","8437","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37934","12660","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30731","8734","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17725","7006","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14860","5193","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47894","20116","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36813","13308","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16915","6551","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17473","5492","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7571","3711","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6286","2805","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1693","660","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1365","500","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3565","1587","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2736","1138","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32102","13565","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26666","10057","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21232","7461","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17721","5459","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9265","4181","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8165","3477","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","805","376","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","629","283","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6243","2548","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5307","1967","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","2998","998","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2355","774","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4148","1895","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3607","1439","22568"
